Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
291.76,548.44,130.67,144.54,346.62,27.83,15.46,50.73
244.06,181.37,191.85,60.33,317.05,40.61,7.85,141.14
1396.3,220.87,254.92,98.58,564.73,80.46,0.0,172.54
261.72,120.9,22.28,39.04,113.38,12.29,34.69,13.77
2520.41,1212.07,397.34,102.29,188.61,52.36,0.0,417.03
428.44,123.98,72.19,87.8,105.91,19.68,24.57,42.26
213.55,281.77,152.62,68.2,123.68,4.6,0.0,15.17
333.01,49.43,72.49,61.62,107.06,2.21,29.87,70.38
639.35,536.36,568.72,345.61,405.65,81.85,9.11,182.59
364.91,198.75,94.02,204.26,220.11,7.67,0.88,36.15
292.94,121.19,98.24,39.39,48.41,10.29,25.49,20.44
471.41,74.25,52.63,63.6,131.87,6.54,28.6,47.44
558.59,409.37,109.11,411.5,273.2,32.35,93.18,41.36
135.97,146.0,158.44,59.92,181.47,11.54,22.73,21.48
286.73,157.11,130.61,72.46,53.25,11.16,2.37,42.09
6794.28,886.01,603.26,745.23,1147.57,257.02,203.39,892.39
296.82,180.86,45.75,48.33,170.55,21.17,55.95,75.06
753.5,379.83,144.79,300.09,107.84,22.99,73.35,73.82
519.17,241.0,144.53,116.72,157.82,0.2,75.96,102.96
285.89,326.74,97.1,85.3,108.81,19.03,20.82,118.47
1767.45,504.95,575.6,192.21,981.81,57.65,46.1,147.24
1938.76,292.54,311.2,505.99,1083.76,25.64,90.5,146.47
567.66,440.36,178.53,70.89,174.21,31.45,35.54,31.42
129.45,122.05,124.12,61.41,38.21,11.82,8.68,61.85
2387.74,1418.47,544.07,997.31,363.29,134.89,141.25,121.32
256.31,327.44,206.48,62.87,381.15,29.07,63.11,152.89
3924.43,1100.47,913.86,1371.01,789.65,52.56,41.7,182.9
133.0,69.33,48.36,18.49,27.08,1.51,9.16,24.09
819.8,211.83,370.08,145.76,371.3,36.75,84.71,143.75
2919.93,1974.24,816.2,1173.92,981.14,155.66,446.8,203.13
364.2,202.86,238.44,141.1,183.73,35.89,87.3,48.61
287.89,449.17,216.3,216.59,376.12,37.14,53.79,54.01
611.95,586.38,161.71,489.91,649.81,54.68,15.3,228.47
145.08,266.45,121.96,140.97,213.71,12.03,49.71,61.66
708.96,294.3,59.32,62.69,412.29,13.95,75.5,38.71
708.6,177.5,117.44,185.67,160.1,10.15,88.26,102.75
184.44,278.9,42.0,76.14,301.85,25.17,76.94,50.29
2473.07,1595.06,494.0,344.38,327.37,89.13,129.7,211.26
1134.61,171.15,463.12,103.27,334.21,25.01,113.24,228.27
540.55,184.14,409.42,456.55,369.03,40.44,0.0,207.22
913.5,294.87,436.81,423.58,222.83,108.55,23.17,254.55
218.92,205.44,125.65,194.13,335.35,0.72,38.79,65.56
172.26,146.25,180.9,210.55,156.31,6.97,38.24,36.8
334.78,174.87,219.09,45.84,192.52,11.14,40.35,103.62
232.04,309.31,39.39,150.44,294.35,17.06,63.25,53.23
123.69,68.23,65.78,55.18,119.11,3.36,0.0,38.9
297.09,386.68,38.91,112.36,213.04,10.95,25.85,37.73
402.78,74.0,64.75,231.91,359.94,26.75,58.0,125.86
6002.64,2484.66,351.06,515.16,962.74,238.74,628.77,919.82
105.15,60.79,35.84,6.06,21.57,5.24,4.55,17.52
766.02,524.92,161.7,128.81,307.59,35.47,0.0,35.27
1755.24,1535.26,470.84,221.16,1457.0,136.21,130.06,393.68
788.91,340.83,238.52,295.25,538.88,16.32,16.87,27.02
1416.92,243.7,236.9,652.81,1133.05,69.21,0.0,399.37
644.52,731.44,39.89,280.41,405.11,67.28,79.35,109.65
510.57,280.04,153.01,89.62,110.53,9.04,5.32,121.65
145.47,68.87,13.51,26.08,63.84,1.9,10.28,18.34
733.4,235.86,245.63,293.14,521.28,14.76,160.07,196.75
143.76,240.31,94.79,104.81,86.84,14.32,0.0,62.58
471.31,130.98,44.37,74.52,197.99,7.93,1.51,86.87
377.13,308.45,247.75,133.8,255.69,34.04,58.51,66.96
2483.93,1353.29,820.92,801.95,843.63,18.32,0.0,249.08
8358.81,1280.3,1317.95,1443.98,2596.49,53.49,244.69,295.48
434.2,249.71,140.64,439.58,200.32,14.74,0.0,90.86
165.79,305.19,90.19,179.78,96.92,12.83,88.49,103.71
264.82,115.98,44.99,57.49,98.96,8.81,34.09,23.47
1325.88,979.06,111.3,104.26,447.02,8.09,48.17,157.31
1013.32,1640.88,796.84,738.27,1480.61,240.4,0.0,865.99
162.76,134.86,141.31,138.81,151.67,45.93,87.79,60.79
42.34,73.72,46.79,32.5,76.3,6.0,0.0,14.26
377.77,667.48,186.35,294.17,112.22,12.69,15.81,134.34
1368.47,367.54,232.95,809.09,845.28,79.75,312.45,143.48
85.25,39.72,48.84,19.38,151.82,14.15,0.0,13.69
755.57,748.02,156.54,65.23,242.66,27.76,0.0,154.07
893.18,677.44,199.95,308.66,469.87,2.11,9.13,73.96
446.78,485.22,63.27,125.53,550.94,32.41,26.43,89.75
608.08,245.75,85.6,204.66,113.27,4.76,43.23,28.12
2194.75,383.27,177.66,383.2,948.59,78.59,5.64,269.9
344.97,388.75,78.12,71.36,346.8,34.05,57.07,26.13
241.09,51.11,74.65,61.54,130.42,13.01,21.06,29.41
71.53,41.55,31.57,29.76,19.2,6.02,22.54,27.42
2179.6,1264.42,236.79,426.49,703.91,0.35,256.5,196.84
682.36,264.76,470.72,425.81,304.55,56.91,0.0,97.02
1090.86,265.63,69.97,85.55,295.02,33.18,44.46,58.36
434.87,273.03,164.04,108.79,125.45,37.93,73.2,28.17
597.24,328.33,106.83,64.95,206.01,29.53,77.71,70.78
124.63,177.35,94.67,22.22,113.79,3.0,60.83,92.48
167.78,141.94,49.1,243.92,264.54,33.03,60.8,73.64
50.27,101.35,18.19,49.98,121.13,3.76,5.73,11.03
168.71,104.95,140.71,68.96,227.34,6.98,54.36,97.18
647.28,151.26,129.27,300.89,101.61,34.79,66.58,53.7
1398.42,188.71,337.38,131.66,840.47,42.68,86.99,191.35
412.32,509.2,374.96,87.55,440.42,41.43,57.39,37.94
1613.63,349.98,529.54,444.77,512.03,51.61,0.0,171.33
2115.35,673.13,367.61,158.3,1269.93,194.18,256.97,136.91
2014.41,999.43,890.25,657.55,902.05,5.62,94.23,203.28
594.82,225.62,135.94,151.65,228.4,62.29,0.0,63.7
1089.62,87.21,241.78,37.01,196.09,0.71,109.16,136.84
93.52,186.35,135.49,86.79,68.4,10.97,30.13,95.12
642.59,491.03,499.44,381.24,243.73,56.5,71.15,319.22
2730.16,2024.83,600.15,687.95,534.82,92.87,322.17,643.12
687.39,848.77,106.66,303.72,426.96,28.11,0.0,297.37
1242.8,1954.0,552.59,813.27,1230.15,321.83,161.63,539.83
130.02,158.09,56.71,68.97,157.25,2.63,8.61,18.77
304.9,65.14,141.05,92.57,47.04,4.82,27.75,91.35
880.81,681.6,294.4,766.23,612.64,111.53,106.19,290.41
1136.34,778.85,396.3,214.47,616.82,26.86,176.19,83.35
1016.6,747.92,382.76,545.51,979.29,117.36,348.66,174.64
233.88,624.71,315.04,299.16,296.59,8.96,50.78,173.43
292.72,275.68,21.25,89.25,162.69,9.01,40.34,79.77
145.66,340.02,165.87,209.61,355.03,20.18,99.09,61.23
231.39,171.5,29.45,21.85,56.99,6.2,2.24,17.09
95.79,158.78,94.96,101.85,42.63,4.58,13.31,42.74
1835.0,821.17,700.11,354.45,418.55,21.4,46.12,149.88
410.64,1342.24,161.58,246.79,365.8,25.99,118.78,198.42
386.57,543.79,207.2,537.57,500.04,34.46,130.65,215.14
318.01,91.98,62.26,63.48,65.63,0.1,25.7,7.17
446.39,188.37,272.26,36.2,76.87,37.77,49.14,193.64
199.73,37.77,48.98,56.69,114.37,10.59,0.0,6.57
1595.94,1324.08,839.39,544.27,1082.34,133.74,163.95,219.64
167.16,304.69,174.48,51.23,96.89,28.89,0.81,28.96
352.12,89.15,67.38,77.64,155.22,24.69,14.37,33.66
423.24,215.47,155.86,144.02,338.23,48.83,0.0,57.44
487.65,204.19,53.96,90.78,208.11,8.4,47.18,39.62
1324.36,1484.24,291.06,542.82,1337.61,96.94,0.0,317.78
534.25,184.81,37.23,107.94,89.0,5.24,0.0,46.63
255.63,45.0,95.3,105.32,78.59,10.28,0.0,10.21
36.29,88.75,18.27,23.97,49.98,7.42,0.0,6.69
1063.91,476.98,102.14,186.3,393.56,52.55,0.0,46.22
498.13,184.38,101.99,30.41,195.11,1.35,60.01,28.73
373.71,61.36,41.22,71.01,110.85,2.67,18.01,7.99
3387.73,293.51,138.02,643.98,1583.02,72.01,227.68,233.3
1650.0,218.21,118.23,705.89,272.16,35.86,139.35,110.78
362.55,370.02,167.85,57.31,301.04,36.11,2.41,85.93
1462.65,1214.83,299.35,167.81,811.42,120.25,57.87,520.56
500.9,214.64,600.28,372.84,427.3,84.07,0.0,357.46
212.17,85.31,47.06,100.88,126.44,3.07,1.6,26.42
198.32,192.39,122.74,79.18,184.85,3.42,0.0,63.06
1614.75,281.12,499.89,275.11,431.83,119.59,0.0,320.48
1154.66,213.95,329.3,348.76,447.07,13.06,59.18,62.86
732.2,225.96,151.51,230.7,352.35,53.75,0.0,46.66
286.35,47.56,70.21,75.74,96.06,2.37,25.41,47.84
1057.31,456.31,106.52,109.17,343.65,43.26,97.19,47.17
396.12,132.11,85.64,107.45,82.26,24.56,56.64,63.16
804.56,158.17,90.94,204.15,195.34,57.35,20.85,87.22
1914.48,635.97,850.66,415.84,1320.54,55.63,145.63,128.43
452.35,67.0,217.04,38.96,239.5,7.7,43.3,39.93
65.43,96.37,46.35,38.63,139.69,13.03,0.0,22.87
379.6,92.35,88.79,116.02,123.85,2.75,29.2,50.62
1862.76,636.03,477.49,241.96,971.36,96.88,136.58,386.44
504.41,632.67,80.27,471.67,291.11,76.63,15.99,62.18
269.74,317.03,98.67,354.71,380.35,46.77,49.59,128.17
591.45,261.66,152.71,37.2,318.56,13.83,0.0,126.28
1018.81,454.03,240.04,150.48,839.21,3.09,109.75,95.99
465.25,93.17,82.18,88.52,68.07,13.92,0.0,47.46
1411.0,440.86,308.88,311.53,101.88,10.54,148.77,292.5
186.49,111.68,32.12,39.02,87.23,23.42,16.68,31.2
364.53,274.67,120.02,114.97,163.76,24.93,5.51,64.12
352.18,218.37,131.76,109.09,181.21,11.13,0.0,99.18
244.59,360.01,164.96,203.52,293.82,41.14,77.58,143.14
1072.62,331.29,217.51,51.18,219.75,38.98,20.3,106.37
1155.96,773.88,270.11,168.58,481.71,19.82,122.07,115.27
54.71,29.46,4.73,6.74,6.2,1.18,3.83,5.07
273.44,113.72,46.73,217.79,278.42,28.88,26.62,89.06
301.12,450.62,123.52,41.07,69.44,37.94,28.5,27.71
3446.84,703.17,907.1,544.23,2210.06,125.24,290.9,517.99
103.36,135.88,28.73,55.71,114.06,16.24,12.99,43.34
247.31,345.25,93.84,159.34,366.3,4.92,98.24,241.54
1948.5,711.7,291.46,639.99,785.56,83.71,177.48,89.04
370.86,127.81,23.16,101.91,139.82,8.38,0.0,50.35
998.37,546.0,62.97,400.11,557.47,51.91,108.8,270.69
535.14,225.56,104.88,32.4,210.01,15.4,25.0,69.46
635.0,252.68,81.81,38.01,89.23,15.27,27.59,14.46
259.92,120.55,86.69,120.41,82.58,26.54,42.5,22.44
682.92,246.06,88.92,161.34,166.49,21.12,43.78,95.26
4217.7,6221.29,2526.0,2495.81,3861.21,26.18,498.6,601.82
790.77,772.84,222.59,385.23,606.28,113.31,205.95,122.3
2475.73,1227.64,313.46,672.64,259.69,47.93,0.0,156.72
675.65,684.28,70.03,281.23,215.93,23.65,0.0,140.24
73.28,116.16,26.68,23.82,41.27,14.04,11.75,28.32
620.7,794.86,295.48,331.32,355.17,2.09,123.89,90.37
1864.08,636.04,249.74,198.09,759.79,107.08,175.92,183.92
216.12,45.22,39.87,45.61,56.46,0.58,22.36,35.48
1743.33,745.75,361.66,266.29,1255.46,59.2,94.72,84.93
1277.89,539.77,332.25,233.15,254.36,102.52,102.73,103.32
4368.15,1274.33,1301.99,431.27,1628.55,180.95,96.79,325.82
419.84,203.4,113.92,63.29,141.21,21.82,76.28,44.33
363.45,56.29,57.12,147.54,71.67,11.96,0.0,83.21
337.52,129.68,176.42,80.7,210.19,31.31,0.0,72.89
1922.87,994.53,520.46,105.95,1197.44,35.26,266.14,326.52
223.99,33.3,28.09,71.39,50.45,8.95,18.45,44.05
80.38,88.18,17.36,31.65,38.07,9.36,16.12,6.87
656.61,162.23,163.62,253.52,517.21,23.58,37.8,62.56
287.77,186.3,79.26,192.81,425.06,6.25,42.69,138.49
899.76,100.83,120.72,107.64,211.01,31.16,7.29,17.79
652.46,432.57,167.31,110.58,1246.74,81.0,2.75,194.03
573.74,140.56,111.61,52.33,165.62,0.52,84.08,68.26
49.08,30.35,32.96,34.08,53.04,2.92,0.0,9.39
1530.61,2472.65,526.81,283.84,2807.88,155.22,28.35,309.91
98.38,100.21,24.03,43.47,112.47,20.33,4.7,21.79
109.56,279.75,41.73,66.32,188.59,25.05,32.85,12.12
2956.81,1277.09,196.19,620.33,217.16,96.43,0.0,236.84
140.89,207.4,72.82,72.99,75.91,25.88,0.0,91.85
858.13,432.21,196.29,187.87,381.9,15.88,56.02,29.7
534.43,490.74,197.24,159.5,528.23,22.37,0.0,54.52
2614.98,454.09,664.76,369.41,928.42,134.38,52.47,396.8
373.67,118.96,84.35,32.05,145.32,20.14,24.13,38.22
2393.5,348.76,928.66,646.71,746.55,56.51,199.83,140.87
80.66,65.76,34.59,40.2,85.5,4.91,5.67,34.87
1107.69,813.97,199.96,177.32,412.83,87.17,145.42,262.7
272.32,67.53,62.17,101.94,71.59,32.25,56.12,32.99
760.94,1025.27,198.64,821.13,444.82,160.61,0.0,332.26
567.19,185.69,47.88,218.24,384.7,1.16,31.96,198.83
607.58,85.47,101.67,148.4,98.27,8.25,0.0,51.02
938.57,771.24,320.46,237.1,505.86,111.54,240.63,112.29
2059.39,735.87,467.91,257.89,369.6,13.23,200.65,52.06
728.0,905.55,126.45,467.49,712.44,58.72,70.28,97.98
308.64,114.15,98.53,45.06,87.64,0.31,15.08,83.15
504.35,143.79,182.9,254.73,317.69,13.18,0.0,146.08
869.01,428.41,345.76,178.93,348.77,17.08,73.01,31.39
197.32,141.72,215.37,343.64,400.62,2.22,94.44,73.16
1790.42,572.51,546.93,293.36,543.72,104.97,97.96,369.83
115.97,83.09,84.21,39.17,62.04,3.76,14.92,41.79
478.48,356.85,322.03,198.25,795.0,47.16,31.46,35.75
297.57,119.09,143.27,113.82,272.49,31.17,92.36,123.92
301.06,120.33,69.12,87.38,182.75,13.76,0.0,13.58
515.44,187.38,48.42,210.64,68.3,22.51,68.46,58.04
993.52,240.42,100.05,161.69,209.35,5.24,73.66,84.65
39.52,24.82,6.9,4.34,18.41,2.13,0.0,11.54
493.15,214.42,91.23,66.69,188.0,4.86,24.04,78.09
262.59,239.53,156.62,117.12,167.52,30.39,41.66,52.85
1464.5,660.79,166.15,256.03,589.84,63.29,78.53,150.34
395.76,95.83,67.55,146.72,255.74,9.66,16.91,75.97
816.91,457.02,136.34,190.78,235.36,23.2,25.17,36.3
3126.18,1534.82,191.31,977.1,766.87,54.24,187.77,617.39
2293.99,655.91,584.58,349.61,362.88,29.97,64.53,158.28
1833.76,1060.61,477.89,199.38,234.44,108.63,0.0,369.55
377.73,192.77,134.56,119.89,199.09,32.24,15.29,21.64
1586.71,541.22,384.25,130.61,419.81,56.21,37.54,137.49
220.39,279.52,199.31,166.74,356.22,39.03,22.32,44.17
836.06,281.47,258.89,47.51,294.14,7.78,9.7,80.81
434.23,889.46,270.92,363.41,345.17,76.75,92.64,88.21
446.23,280.13,261.63,112.42,95.79,25.93,0.0,50.1
744.95,430.46,381.57,296.42,961.63,102.0,265.33,406.57
347.59,527.48,133.22,114.29,370.87,14.6,0.0,149.9
1530.88,617.4,363.61,289.92,379.32,20.3,213.46,136.12
2873.53,1401.88,1081.59,567.09,571.43,63.03,257.21,225.94
2490.27,1133.88,597.34,420.14,1071.2,70.59,0.0,201.49
216.46,154.73,31.7,31.01,71.72,0.4,14.07,30.32
1661.79,266.29,280.72,98.92,247.56,21.81,0.0,266.09
2239.34,1066.17,545.01,221.6,448.89,3.12,52.94,402.01
554.9,389.15,381.61,585.68,742.55,59.71,177.03,70.8
281.71,97.01,96.6,67.38,282.91,20.32,8.51,39.4
643.66,126.7,55.81,136.02,153.83,27.27,42.24,72.52
1872.57,755.88,766.87,448.92,1236.64,75.5,0.0,363.42
194.64,92.36,85.37,41.76,204.23,32.25,0.0,30.55
156.78,121.77,44.57,67.17,104.48,1.3,0.0,97.16
3302.97,1738.79,547.28,419.35,720.81,162.61,0.0,146.32
343.61,525.42,271.93,134.08,222.69,31.79,108.5,115.94
437.85,172.96,115.49,138.75,82.77,7.8,47.23,128.41
393.74,65.61,163.13,40.03,143.41,0.02,8.25,38.92
383.59,452.94,84.51,193.7,508.62,22.62,119.72,77.52
147.55,126.57,92.58,47.56,119.31,18.38,0.0,14.86
639.48,294.66,115.45,226.4,312.24,20.17,20.6,73.78
803.19,148.77,359.61,236.62,661.28,30.63,14.19,62.56
975.93,1449.42,726.22,257.94,852.74,166.25,106.66,208.37
1049.11,500.28,343.52,246.42,934.78,65.95,133.56,205.19
182.6,231.35,26.25,74.8,123.12,6.58,0.0,27.28
1024.13,716.0,231.38,203.31,1009.74,95.89,12.34,157.2
545.14,435.77,218.94,184.8,233.99,41.67,0.0,69.83
112.16,76.52,82.19,37.18,110.5,18.09,5.95,27.82
457.65,147.16,58.81,186.05,153.23,3.68,53.41,117.09
1387.18,1213.2,941.44,1094.43,691.46,30.24,122.96,198.44
427.18,97.67,88.96,231.25,286.18,33.56,40.45,67.7
436.18,130.43,297.26,120.91,358.5,46.92,108.23,221.28
852.55,2255.86,727.79,199.27,1146.94,120.84,0.0,343.35
208.87,123.66,38.32,67.32,80.38,10.61,35.42,38.53
204.46,93.14,38.12,104.95,51.42,25.1,0.0,58.25
336.34,31.14,79.5,57.29,94.93,6.84,17.09,10.76
947.25,612.8,476.26,289.7,256.75,31.83,11.94,69.1
845.87,624.39,137.9,400.37,175.33,49.67,0.0,218.96
1039.76,805.88,593.48,886.47,299.69,35.28,183.46,315.87
682.34,433.46,79.86,149.77,434.26,34.82,176.98,128.08
176.91,183.63,71.49,52.27,74.59,43.88,57.77,134.8
1072.48,248.37,252.88,133.41,320.45,37.69,35.05,65.01
715.34,181.2,297.67,321.52,242.95,6.1,20.83,153.26
110.16,61.32,53.68,69.06,40.77,13.01,15.61,47.87
4861.97,891.14,1830.99,1546.14,1442.0,541.19,645.25,1371.91
999.53,758.81,383.25,194.78,606.07,10.46,0.0,128.44
572.96,426.78,152.36,355.64,564.55,62.7,38.41,106.99
1463.11,661.11,450.1,230.62,524.37,43.3,37.19,91.39
1184.2,235.65,197.78,452.87,483.77,67.98,0.0,119.81
551.0,112.58,99.59,197.67,90.72,3.23,24.2,172.57
384.12,86.49,198.52,90.04,234.05,23.38,42.49,46.1
1876.29,364.28,428.78,307.76,777.12,42.57,195.69,95.52
413.79,715.88,350.35,263.04,576.78,19.01,30.17,94.17
346.35,184.94,40.12,55.4,228.57,21.73,24.24,60.58
2098.36,1419.91,787.9,162.73,1566.32,30.5,0.0,97.32
1072.86,489.79,190.54,241.97,568.71,24.48,40.83,213.68
1528.33,637.94,386.35,396.67,142.12,41.33,156.77,167.51
2793.39,1160.88,335.96,543.74,1374.77,43.51,44.32,588.67
764.87,443.64,93.07,279.68,560.03,4.35,27.47,23.09
264.0,561.1,171.34,160.69,116.8,55.41,24.13,300.23
1856.18,692.61,499.61,202.22,401.13,112.97,200.86,331.74
542.79,273.15,74.99,83.77,196.31,6.75,6.78,33.66
537.79,359.84,190.62,280.63,382.89,55.07,3.6,60.37
522.22,205.21,292.86,107.23,387.3,43.58,42.37,90.11
401.88,56.9,103.75,170.35,72.06,19.92,2.15,68.72
4677.1,1475.24,2323.93,1682.55,2330.09,204.85,0.0,688.77
179.55,158.06,82.06,34.51,47.9,11.68,19.76,38.18
159.97,115.4,62.03,35.34,87.28,12.71,19.08,23.66
2389.82,343.62,212.46,168.83,485.09,57.12,145.63,635.04
532.93,934.46,333.11,192.28,429.27,56.33,0.0,368.33
400.28,236.1,165.42,62.06,112.32,1.83,8.81,43.43
909.99,186.67,266.65,505.16,664.66,66.61,163.7,68.11
1654.45,1711.68,166.18,476.77,751.01,99.41,71.71,139.68
487.18,373.75,122.08,327.24,336.25,6.82,98.28,93.01
4094.13,835.42,2877.92,1132.3,2078.42,346.24,390.15,352.9
77.99,85.29,93.39,45.97,65.25,6.24,1.79,40.51
1145.95,675.82,663.41,149.18,974.87,66.67,0.0,93.77
1441.35,700.54,680.94,292.34,454.01,41.7,154.8,369.49
660.73,1213.07,307.18,777.4,747.16,47.81,92.15,267.29
491.94,342.54,144.76,103.58,230.63,4.96,45.97,186.54
787.03,70.62,82.4,268.73,180.97,36.46,63.46,58.34
1578.32,945.36,357.81,421.95,391.87,2.9,158.66,149.54
1512.55,627.35,90.95,666.08,1145.04,46.96,145.37,168.43
1865.92,280.56,83.49,299.42,906.75,9.62,0.0,128.04
1885.55,1420.45,125.39,388.36,351.75,33.07,104.38,108.8
145.91,198.43,69.31,37.35,129.42,0.37,30.54,42.94
310.84,186.37,240.95,212.67,502.08,36.4,97.71,86.21
348.2,247.07,52.87,68.87,173.25,8.45,0.0,47.78
444.0,321.18,294.47,190.58,264.97,8.46,0.0,66.49
1042.3,1077.34,285.8,673.7,510.08,77.52,118.64,171.42
869.65,101.15,221.39,259.44,209.28,39.6,0.0,129.14
7426.53,1607.07,592.06,2829.12,3115.96,289.15,0.0,952.58
1406.33,425.83,173.59,110.01,381.62,63.17,116.41,132.96
638.84,158.75,137.84,161.19,394.3,51.68,0.0,217.19
771.81,163.29,246.7,190.44,191.82,8.2,0.0,38.17
587.66,354.66,208.52,228.51,113.29,4.02,0.0,48.4
1125.92,437.84,134.6,157.81,425.75,31.68,20.87,27.2
2465.65,780.15,456.37,777.51,1305.04,60.95,119.12,480.2
322.11,421.41,71.03,216.76,503.83,65.22,42.78,173.77
302.06,62.73,68.32,119.47,237.87,8.92,35.99,30.99
191.6,240.01,20.28,104.31,224.01,12.56,27.14,89.99
403.02,250.65,230.77,91.25,224.72,4.79,65.97,163.32
1291.91,491.45,68.58,87.03,175.66,42.68,39.91,58.44
1812.52,1491.65,574.37,520.4,1023.68,138.27,30.02,316.08
146.98,146.01,44.34,39.94,103.96,1.78,8.96,26.97
395.83,148.6,43.81,47.4,197.33,8.75,63.63,85.52
1300.43,624.4,127.0,403.74,384.32,34.22,50.88,230.23
125.87,61.73,49.28,16.07,59.6,2.01,8.21,11.85
672.87,117.25,37.45,36.82,182.97,12.88,14.63,53.84
603.28,219.31,52.71,158.81,78.38,6.19,0.0,21.47
337.68,64.27,149.52,101.3,101.45,12.74,0.0,24.78
332.17,366.47,343.05,57.23,388.35,29.21,47.53,68.69
684.88,140.98,107.45,260.54,137.47,32.55,0.0,65.86
402.99,330.21,261.8,122.86,303.03,11.1,77.77,12.95
1261.0,382.8,130.67,307.86,705.63,66.1,105.26,193.0
2989.74,437.81,579.57,1053.9,548.07,121.41,0.0,419.63
738.65,540.46,629.51,758.09,1723.07,14.4,0.0,856.54
271.95,34.26,23.44,46.78,26.44,7.12,6.57,11.99
837.48,564.09,525.79,98.25,655.78,93.15,155.91,134.16
820.07,141.86,55.55,238.13,261.25,11.12,11.38,149.09
963.18,215.08,83.82,229.88,384.52,31.22,73.61,47.63
848.34,323.34,54.53,108.25,185.18,24.63,5.62,16.53
824.32,489.89,147.08,216.84,427.21,40.59,25.61,64.51
1227.26,394.95,204.22,325.67,144.2,1.18,116.18,49.89
721.99,292.16,42.68,73.08,239.83,32.39,0.0,28.95
153.76,235.52,28.56,43.57,165.55,16.6,22.23,61.12
281.62,65.13,63.61,57.23,154.68,31.35,2.37,45.79
299.19,484.52,230.85,215.09,246.32,30.58,98.66,253.35
1298.47,432.71,225.72,315.5,567.23,52.85,121.46,115.44
413.21,264.79,67.07,450.75,712.93,72.43,0.0,67.32
342.77,220.93,132.32,83.06,71.42,18.96,27.38,75.56
1191.34,228.73,140.82,253.84,243.34,16.39,2.48,92.06
2525.52,711.04,239.09,299.11,875.17,92.46,0.0,279.96
986.5,550.71,560.55,587.92,236.61,27.94,64.91,259.7
841.04,257.82,205.03,123.17,432.8,11.61,6.26,150.42
475.64,215.47,346.2,126.21,195.59,10.94,2.94,55.94
980.44,239.83,95.2,80.77,304.39,33.09,33.82,119.15
110.25,154.48,47.16,60.12,129.46,9.65,37.3,76.18
334.49,97.55,107.22,169.52,207.86,10.88,0.0,52.06
503.04,1174.87,407.99,287.82,463.15,69.13,222.56,91.29
346.74,961.82,147.29,420.46,759.62,73.74,159.47,90.47
495.4,84.37,122.1,87.11,327.26,3.0,61.55,98.88
925.11,164.7,264.6,388.94,476.62,71.45,150.72,163.87
438.89,152.76,43.37,138.61,60.33,13.38,48.85,13.83
1552.45,239.66,359.3,173.73,234.31,68.93,82.47,465.06
380.65,362.88,335.43,230.25,335.54,14.3,70.79,159.34
271.28,375.71,125.49,138.44,319.14,44.49,14.76,99.33
591.15,317.14,91.56,107.18,200.74,29.76,77.35,25.88
328.61,93.09,168.56,91.0,346.22,11.58,46.19,28.41
359.0,256.2,28.28,176.57,315.57,22.71,69.07,104.37
1516.85,525.36,197.14,196.17,823.07,52.76,27.06,345.32
358.09,339.04,151.15,122.78,403.88,19.22,49.07,165.21
2322.12,1606.14,889.38,426.78,743.11,133.57,455.06,635.4
1231.42,1166.34,308.92,372.1,1350.28,68.0,0.0,492.38
382.03,116.13,81.37,19.79,167.66,11.82,60.37,18.61
620.97,345.89,166.17,238.13,210.11,42.67,0.0,245.68
471.44,146.36,46.93,97.79,273.59,25.31,49.14,33.34
688.84,276.87,102.05,86.55,266.91,17.03,31.96,46.94
5249.91,2242.66,457.68,600.45,775.2,86.54,0.0,414.17
439.77,123.88,143.83,197.62,333.36,20.27,67.2,64.36
753.33,179.17,202.49,302.54,405.11,79.41,21.74,183.24
1493.67,418.12,375.65,295.26,346.85,49.17,46.58,193.28
190.37,64.03,70.16,64.79,124.41,26.78,56.34,47.39
124.74,160.54,51.45,38.17,212.46,17.3,19.62,46.02
504.18,68.86,122.01,31.43,212.77,2.22,31.85,22.44
370.31,95.15,103.88,86.85,150.27,26.03,0.0,43.63
94.09,42.18,34.86,30.96,20.77,2.72,11.53,7.48
1348.29,181.07,210.54,283.07,181.54,69.26,106.47,46.7
2974.92,1138.42,477.54,1065.91,2192.45,67.65,49.16,1228.97
937.1,325.36,379.13,238.76,109.94,20.92,48.01,46.25
83.44,170.86,103.95,61.08,110.27,11.24,21.41,45.47
649.38,94.25,130.28,37.48,100.58,27.81,20.49,43.15
319.05,102.02,142.89,63.64,254.86,6.39,82.19,99.12
136.32,165.37,58.76,88.05,42.45,12.13,51.9,83.29
1335.69,928.61,284.05,611.23,191.13,25.38,80.68,121.32
717.75,816.48,574.68,260.13,829.21,30.31,79.3,102.46
168.15,147.5,66.17,97.43,118.68,12.68,0.0,13.8
843.25,791.48,241.92,275.86,686.32,22.96,89.05,240.21
2481.61,719.26,608.03,225.23,1889.72,78.32,10.61,511.0
1723.22,473.95,243.88,977.15,2476.14,273.7,345.2,371.52
8750.6,3731.05,501.12,1775.78,1313.7,235.75,226.95,771.31
263.52,301.04,91.06,96.46,145.52,19.74,4.6,78.43
7386.81,1890.32,2898.98,1082.13,4805.76,306.28,90.64,476.69
