Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income
17319.13,40,0,Self_Employed,Tier_2,3463.83,0.0,778.28,1936.19,1055.62,651.95,772.93,849.92,668.4,0.0,367.04,6.49,1123.38,6774.99
40819.93,30,2,Retired,Tier_2,8163.99,4492.85,1202.68,6060.61,3013.02,1278.09,1736.64,2735.2,1705.3,2325.22,615.91,10.22,4169.77,7490.44
56829.23,59,0,Self_Employed,Tier_2,11365.85,0.0,1594.75,7231.98,3043.04,1474.77,1431.58,3519.14,2524.3,0.0,975.33,14.45,8212.06,23668.49
73548.61,64,3,Student,Tier_1,22064.58,9916.74,3582.82,10314.64,4348.06,2202.62,1514.28,4014.22,2304.63,4682.64,782.36,10.53,7743.73,7821.02
105309.14,56,2,Retired,Tier_3,15796.37,7042.95,4921.64,14249.86,6033.93,4219.79,4098.55,6140.17,3351.22,8251.87,2137.97,21.5,22640.51,29064.83
28424.18,45,2,Self_Employed,Tier_1,8527.25,0.0,798.66,4076.48,1852.86,578.09,1377.77,1423.89,1069.61,1865.4,682.23,6.18,1755.67,6171.94
77951.5,23,3,Professional,Tier_2,15590.3,0.0,1958.3,11052.45,4246.18,2747.1,2083.07,4570.75,3491.37,5230.96,974.71,11.01,8585.93,26006.3
22813.52,29,3,Professional,Tier_3,3422.03,1812.96,745.89,2349.89,1489.92,577.67,889.29,1198.06,779.24,1622.1,486.88,8.69,1981.52,7439.59
61736.2,20,0,Professional,Tier_2,12347.24,11024.34,2170.8,7086.17,4311.79,2327.37,1841.69,4695.31,2964.31,0.0,991.52,10.17,6276.41,11975.65
35416.88,37,2,Retired,Tier_2,7083.38,0.0,887.19,4529.26,2289.75,1573.66,1181.2,2832.51,1271.8,3198.78,712.65,6.09,2155.31,9856.72
42851.46,58,3,Self_Employed,Tier_3,6427.72,0.0,888.54,6069.45,2293.12,1527.83,1119.54,2046.52,1621.96,3351.04,1224.69,14.66,6283.86,16281.05
42098.15,59,0,Retired,Tier_3,6314.72,0.0,1875.65,6053.99,2144.6,1358.15,1153.88,1906.75,1409.03,0.0,922.05,14.41,6066.66,18959.32
8309.78,62,4,Professional,Tier_2,1661.96,0.0,396.7,997.06,660.95,314.73,255.75,348.84,372.15,524.85,234.07,8.96,744.36,2542.72
12205.66,25,3,Retired,Tier_2,2441.13,0.0,269.36,1678.57,868.16,333.71,422.46,865.43,540.19,1082.57,256.65,7.11,867.98,3447.43
32564.75,43,2,Self_Employed,Tier_2,6512.95,0.0,1472.49,4302.35,2480.29,651.49,1230.5,1637.42,1527.54,1936.04,621.45,5.78,1881.85,10192.23
7778.58,55,4,Professional,Tier_2,1555.72,0.0,258.8,1134.42,389.75,325.71,329.66,540.01,281.74,672.7,110.61,6.02,467.99,2179.46
58332.9,45,3,Retired,Tier_2,11666.58,0.0,1478.46,8361.05,4326.0,2611.15,2036.91,3943.43,2903.56,5830.31,926.14,13.09,7636.11,14249.31
60246.36,52,1,Student,Tier_1,18073.91,0.0,1903.08,6767.55,4700.91,2462.2,2747.68,2963.08,2919.2,4298.99,1546.37,13.19,7946.33,11863.4
38975.52,61,2,Professional,Tier_3,5846.33,5652.2,1791.92,4566.16,2199.41,1879.35,930.48,2549.68,1269.45,2390.76,981.56,5.98,2331.55,8918.21
12234.87,58,2,Student,Tier_1,3670.46,0.0,289.52,1391.41,716.7,278.14,374.8,805.09,529.85,1060.74,287.63,9.52,1165.16,2830.53
90496.26,58,0,Professional,Tier_1,27148.88,0.0,2077.54,11392.82,6141.75,2036.65,4407.44,4596.88,4007.85,0.0,976.6,12.69,11484.15,27709.85
153080.8,60,1,Self_Employed,Tier_2,30616.16,0.0,7496.69,15823.69,8425.03,5160.97,3868.86,11010.03,7304.27,14583.08,4414.06,22.72,34774.6,44377.96
33745.9,55,3,Retired,Tier_1,10123.77,0.0,972.08,3983.85,1718.12,1320.07,816.92,1946.21,1047.04,2684.87,607.92,5.93,2002.27,8525.06
45133.54,19,1,Student,Tier_2,9026.71,0.0,2068.89,6599.74,3308.19,1633.51,1791.62,3478.53,1395.73,2401.23,569.88,13.68,6173.92,12859.51
35254.33,24,3,Student,Tier_2,7050.87,0.0,1298.96,4875.44,2625.93,1084.78,1494.55,1960.53,1568.48,2442.86,966.54,5.85,2061.89,9885.39
45855.39,58,0,Retired,Tier_1,13756.62,0.0,1247.83,5344.99,3125.25,1410.38,1186.35,3449.21,2227.62,0.0,1316.83,11.39,5221.91,12790.31
27263.54,42,4,Self_Employed,Tier_2,5452.71,0.0,786.56,3327.93,1737.17,897.21,732.08,2002.04,826.12,1508.41,482.49,5.18,1412.07,9510.83
29181.82,49,1,Student,Tier_2,5836.36,0.0,944.29,3955.42,1969.32,610.55,943.88,1870.65,1249.29,1699.68,406.57,5.11,1491.1,9695.8
61915.56,29,2,Retired,Tier_2,12383.11,10013.16,1516.06,9078.24,3839.04,2383.66,2728.55,2651.95,1984.9,4648.99,802.17,11.57,7164.23,9885.73
195918.1,28,3,Student,Tier_3,29387.71,24155.59,8091.16,27152.53,11320.22,5435.68,6287.44,8617.33,7931.82,13877.41,5362.16,20.5,40169.7,48299.05
9787.84,27,1,Self_Employed,Tier_2,1957.57,0.0,318.4,1458.32,517.02,273.05,367.92,529.29,307.98,493.19,143.37,5.27,515.71,3421.74
27609.15,52,3,Student,Tier_1,8282.75,0.0,1288.71,4130.94,1612.32,1234.01,997.31,1857.87,912.41,2265.19,339.67,6.88,1900.61,4688.0
11667.75,61,1,Student,Tier_2,2333.55,1789.05,553.86,1278.8,776.12,454.15,519.72,709.2,387.95,1034.04,215.16,8.4,980.12,1616.14
107212.98,21,2,Self_Employed,Tier_1,32163.89,0.0,5082.9,10859.85,5443.17,3922.59,5086.15,6920.26,4617.31,8876.65,3159.34,20.97,21080.88,21080.88
18746.5,59,3,Student,Tier_1,5623.95,0.0,740.1,2659.92,1415.92,584.57,714.33,1168.36,616.32,1369.15,276.09,7.92,1484.34,3577.79
9455.88,19,3,Retired,Tier_3,1418.38,0.0,324.17,1367.58,616.32,321.11,429.69,412.17,295.0,858.28,270.82,9.53,901.55,3142.35
49986.2,61,4,Self_Employed,Tier_2,9997.24,5748.19,1126.25,6132.03,3357.58,2224.18,1447.21,2367.68,1608.08,3549.51,1373.43,14.05,7021.25,11054.82
121103.59,45,0,Student,Tier_1,36331.08,0.0,5166.96,12501.8,6969.23,3793.48,3519.35,7803.85,4870.72,0.0,3118.28,24.03,29107.16,37028.84
51012.75,60,1,Self_Employed,Tier_2,10202.55,3542.01,1156.55,5535.13,4068.73,1478.01,2138.58,2745.28,2481.81,3819.03,1453.02,12.3,6274.0,12392.05
35340.71,63,2,Professional,Tier_2,7068.14,0.0,900.27,3739.02,2229.1,1105.85,1754.6,1881.04,1731.05,3304.08,576.65,6.8,2402.57,11050.9
41617.06,64,4,Retired,Tier_1,12485.12,4810.65,1884.54,4531.35,2336.44,1247.89,1097.48,1836.57,1909.61,2477.63,1075.64,10.71,4456.2,5924.14
93043.76,31,4,Student,Tier_2,18608.75,13390.35,4243.87,9683.92,7314.67,3726.97,2171.7,6743.1,4004.0,4716.23,1484.3,12.22,11368.41,16955.89
14907.11,61,0,Retired,Tier_1,4472.13,1310.87,492.55,1577.81,750.2,733.0,374.89,782.82,719.0,0.0,384.22,5.4,804.74,3309.6
27432.26,46,2,Student,Tier_2,5486.45,0.0,1141.16,3712.47,2163.13,575.27,1118.89,1445.14,1314.89,1706.79,311.05,5.24,1436.44,8457.01
20885.29,19,1,Professional,Tier_2,4177.06,0.0,555.63,2123.47,1243.11,819.16,1001.12,1659.47,911.23,1125.42,553.82,6.42,1341.51,6715.82
11785.91,51,3,Professional,Tier_2,2357.18,0.0,552.77,1687.72,852.28,401.69,353.88,553.37,461.53,990.51,340.35,7.5,884.02,3234.64
23069.17,50,0,Retired,Tier_3,3460.38,0.0,914.01,3268.27,1379.07,1124.37,606.66,1690.52,1109.29,0.0,323.66,5.58,1287.77,9192.95
72775.13,37,3,Retired,Tier_1,21832.54,11322.1,3328.09,9529.14,4964.63,2256.46,1823.02,4680.62,3542.56,6287.59,1019.38,14.9,2189.0,2189.0
47204.02,64,4,Self_Employed,Tier_2,9440.8,3305.75,1499.07,6885.2,3162.64,1027.37,1129.22,2342.15,1960.04,4409.87,1175.17,14.33,6763.42,10866.73
50231.67,47,3,Student,Tier_2,10046.33,0.0,1064.92,5247.47,3756.45,1653.86,2090.39,2673.07,2324.26,2513.06,529.46,14.93,7500.23,18332.4
33729.67,59,1,Student,Tier_2,6745.93,2858.84,1679.56,3804.3,2289.95,836.74,899.26,2539.23,1676.88,3352.52,408.18,9.9,3337.74,6638.27
45597.66,43,1,Retired,Tier_2,9119.53,0.0,1954.52,5654.71,3489.05,1211.71,2240.01,3151.29,1924.46,3702.22,802.78,12.44,5673.77,12347.37
15811.3,37,3,Self_Employed,Tier_1,4743.39,0.0,395.17,1689.17,1185.99,737.55,728.83,1038.05,681.39,1069.13,168.23,8.34,1319.11,3374.4
23419.98,18,3,Professional,Tier_2,4684.0,3719.26,918.13,3075.69,1470.73,829.59,880.73,1226.9,1104.78,1631.78,522.85,9.9,2317.43,3355.55
34980.85,18,0,Student,Tier_1,10494.26,0.0,1691.97,4955.57,2347.96,1653.55,1462.38,2650.65,1578.24,0.0,950.34,9.23,3229.49,7195.92
37457.62,42,1,Professional,Tier_1,11237.28,0.0,1758.55,5336.25,2798.59,1164.97,1481.39,2792.0,1761.65,2802.61,391.79,8.92,3339.49,5932.52
38758.41,50,3,Self_Employed,Tier_3,5813.76,0.0,1868.12,4459.32,2981.28,1604.62,1924.07,1769.46,1773.14,3805.62,623.96,8.37,3243.85,12135.06
26857.07,40,2,Student,Tier_2,5371.41,2288.79,625.72,2887.14,1414.64,1176.71,634.6,1915.86,1227.35,1459.29,590.69,5.43,1458.5,7264.86
22181.5,28,0,Self_Employed,Tier_2,4436.3,0.0,1012.03,3081.2,1647.06,468.23,1035.61,1589.88,1049.07,0.0,362.61,5.78,1281.13,7499.5
375183.19,61,0,Self_Employed,Tier_3,56277.48,54159.78,17535.87,44168.82,24818.14,17850.6,15028.18,29299.99,18414.43,0.0,5253.0,21.21,79564.58,92376.9
61968.56,32,0,Student,Tier_2,12393.71,9659.72,1575.48,8222.72,4237.73,1311.16,2270.76,2850.95,2600.5,0.0,1285.38,12.98,8043.15,15560.44
41750.66,31,0,Professional,Tier_2,8350.13,3417.38,1721.2,4340.19,2570.77,856.17,1367.86,1882.43,1387.42,0.0,444.04,10.64,4443.88,15413.06
24894.09,18,3,Professional,Tier_1,7468.23,0.0,1015.23,3098.26,1299.0,1082.36,1238.01,1915.95,1170.43,1351.76,657.86,6.47,1610.25,4597.01
20909.89,50,4,Self_Employed,Tier_1,6272.97,0.0,850.19,2403.36,1638.69,592.6,933.87,949.63,996.31,1057.88,257.68,7.35,1537.59,4956.7
27019.45,23,2,Retired,Tier_2,5403.89,3398.33,1004.57,3617.94,2110.03,909.14,554.65,2002.22,1015.92,1577.22,390.9,7.94,2145.95,5034.64
37919.31,40,4,Self_Employed,Tier_2,7583.86,0.0,1029.22,4950.88,2119.07,1064.78,803.49,2659.53,1190.01,3524.9,423.05,5.38,2038.36,12570.51
6664.86,43,4,Professional,Tier_2,1332.97,0.0,154.8,817.62,410.48,282.2,285.05,360.63,241.85,532.98,128.34,8.46,563.96,2117.94
8547.9,20,3,Self_Employed,Tier_1,2564.37,1635.33,233.98,1253.42,579.36,275.46,308.57,459.07,289.04,431.23,201.4,6.6,316.66,316.66
18023.77,63,0,Self_Employed,Tier_2,3604.75,2501.17,854.89,2293.8,1205.04,671.4,666.96,806.82,609.44,0.0,428.14,7.55,1360.14,4381.34
35406.98,23,0,Student,Tier_2,7081.4,0.0,947.88,3565.42,1901.24,1490.13,1058.33,1661.3,1334.44,0.0,1062.11,8.92,3158.27,15304.72
24773.61,57,3,Self_Employed,Tier_3,3716.04,1376.57,816.37,3127.11,1246.87,784.31,1183.71,1425.96,935.32,1856.63,610.83,5.66,1401.05,7693.89
97875.31,42,3,Retired,Tier_2,19575.06,7761.38,3252.12,10087.41,7771.65,2180.12,2616.62,6756.27,3331.89,8070.12,1626.05,14.48,14174.59,24846.63
9163.97,64,1,Retired,Tier_1,2749.19,0.0,437.4,1356.74,728.6,425.23,370.31,577.65,327.84,875.59,218.11,9.7,889.22,1097.32
16446.64,34,0,Retired,Tier_3,2467.0,0.0,385.69,2254.64,1094.55,539.53,359.87,1003.49,780.21,0.0,280.05,5.92,974.45,7281.61
101217.41,45,2,Retired,Tier_2,20243.48,0.0,3477.42,10159.97,6400.92,3618.76,2870.9,5736.35,5010.92,6502.68,2197.81,24.63,24926.6,34998.19
33317.84,49,1,Self_Employed,Tier_1,9995.35,5765.17,1475.45,4144.4,2624.06,1639.71,1578.83,1879.25,1373.82,1676.88,973.94,5.44,190.97,190.97
60890.15,46,4,Retired,Tier_2,12178.03,0.0,1330.59,8960.84,3904.34,1732.53,2003.48,3931.02,2864.71,5941.2,1192.82,11.61,7072.03,16850.6
154809.44,40,0,Retired,Tier_1,46442.83,0.0,6559.4,21660.29,9934.06,3743.7,6058.85,7092.49,5855.97,0.0,3322.65,23.6,36533.03,44139.19
17221.42,58,3,Student,Tier_1,5166.43,2095.42,393.01,1957.28,924.6,684.07,519.13,1240.39,603.73,904.69,508.1,7.29,1255.66,2224.57
27708.69,33,3,Professional,Tier_1,8312.61,1676.01,930.2,3708.36,1689.01,803.81,1063.36,1279.63,957.06,1945.4,362.97,8.48,2348.42,4980.25
24125.17,49,3,Student,Tier_1,7237.55,2504.99,596.83,3338.62,1675.18,1099.85,512.15,1289.01,1099.98,2111.06,713.65,9.67,1946.29,1946.29
6280.96,43,0,Retired,Tier_2,1256.19,0.0,199.07,831.86,451.68,290.07,174.65,411.5,225.0,0.0,164.91,6.57,412.37,2276.02
23403.37,50,2,Professional,Tier_1,7021.01,0.0,494.25,3389.09,1869.24,536.97,1109.27,1609.57,945.6,1994.19,446.86,7.0,1639.15,3987.33
60706.28,36,3,Student,Tier_1,18211.88,0.0,2747.89,6781.3,4474.88,3005.89,1501.99,3047.24,2141.59,5822.05,1191.61,14.11,8567.91,11779.94
46231.85,58,0,Self_Employed,Tier_2,9246.37,0.0,1110.22,6348.88,3255.98,1981.17,1177.02,2357.61,1886.71,0.0,544.75,10.72,4955.78,18323.14
49228.07,34,4,Professional,Tier_2,9845.61,0.0,1261.42,6408.72,2730.37,1075.1,1709.99,3049.23,1529.19,3168.03,815.08,10.57,5203.16,17635.33
22215.5,55,1,Student,Tier_1,6664.65,0.0,749.7,3294.58,1350.54,1103.1,980.28,1206.73,955.88,2169.93,587.86,7.39,1642.32,3152.26
17748.83,31,0,Student,Tier_3,2662.32,0.0,365.34,2381.83,1274.01,379.78,464.53,1282.91,727.42,0.0,302.17,5.43,963.37,7908.51
82814.4,35,0,Retired,Tier_2,16562.88,13013.82,3944.61,10075.66,5323.51,2014.64,3809.58,5914.31,2617.25,0.0,1028.26,10.75,8905.48,18509.86
20152.81,38,3,Professional,Tier_2,4030.56,0.0,653.07,2132.27,1468.5,557.27,460.44,1308.97,615.04,1294.05,477.57,5.11,1030.3,7155.06
37957.34,63,1,Retired,Tier_2,7591.47,0.0,1362.41,5004.01,2651.54,1479.02,1350.52,1977.69,1366.05,2740.23,840.77,6.77,2570.68,11593.63
34187.67,56,1,Professional,Tier_2,6837.53,5525.05,1575.5,5056.77,2187.7,1612.16,1002.14,1674.06,1232.09,3243.74,904.62,5.38,1839.89,3336.31
96599.25,59,3,Retired,Tier_2,19319.85,13346.44,3601.42,11263.89,5800.83,2624.77,2410.73,5524.9,3433.39,8373.26,1515.29,10.45,10097.76,19384.48
65256.61,56,2,Professional,Tier_1,19576.98,0.0,1461.21,8670.48,3576.55,2034.32,1838.4,4171.93,3110.86,3955.96,1626.44,14.98,9777.92,15233.47
10643.94,45,0,Professional,Tier_1,3193.18,1732.2,469.33,1482.67,673.01,253.66,461.66,488.46,477.18,0.0,112.85,6.27,667.13,1299.74
11601.74,37,3,Student,Tier_2,2320.35,0.0,550.82,1667.9,814.68,429.72,243.91,596.38,451.45,1021.9,207.87,8.45,980.91,3296.76
47671.09,23,2,Retired,Tier_2,9534.22,0.0,2109.31,6591.66,2487.31,2030.14,2361.82,3275.76,1638.67,2502.96,1137.33,12.0,5720.3,14001.9
28494.96,43,3,Professional,Tier_1,8548.49,0.0,732.41,3440.39,1695.88,974.47,1185.15,1267.15,1130.59,1589.39,592.54,9.27,2641.5,7338.51
20843.87,23,4,Professional,Tier_3,3126.58,2368.45,717.72,2093.1,1126.35,598.0,608.94,1597.09,906.23,1191.3,493.12,7.6,1583.15,6016.99
67606.2,56,2,Professional,Tier_2,13521.24,8212.03,1959.51,8752.24,3972.42,1977.0,2122.47,3907.5,2592.25,4934.38,1078.46,12.32,8326.99,14576.71
34853.89,43,2,Self_Employed,Tier_2,6970.78,0.0,1322.41,4448.24,2586.4,1574.06,1120.83,1841.35,1696.88,2252.54,506.77,5.08,1770.58,10533.63
31285.77,34,1,Professional,Tier_2,6257.15,0.0,1411.49,3790.08,1935.61,1389.71,647.27,1382.92,1137.06,2007.96,864.87,9.13,2857.59,10461.66
55983.68,57,0,Self_Employed,Tier_2,11196.74,0.0,1791.74,7371.69,4263.61,2253.67,1243.83,3593.41,1896.26,0.0,795.39,13.81,7733.42,21577.34
22222.61,19,3,Professional,Tier_1,6666.78,0.0,839.34,2268.84,1599.03,835.98,663.0,1349.93,966.45,1253.13,503.96,7.68,1706.13,5276.18
105215.7,38,3,Professional,Tier_2,21043.14,12048.65,2136.57,15304.06,6417.83,2805.85,2870.71,6192.09,3954.73,8603.19,1430.84,24.64,22408.05,22408.05
15970.76,24,0,Student,Tier_1,4791.23,0.0,487.46,1840.43,876.19,727.71,686.21,1074.62,493.46,0.0,371.0,9.48,1513.56,4622.45
50741.32,61,0,Student,Tier_2,10148.26,0.0,1960.16,5383.45,2540.14,1910.34,1363.56,3285.49,1825.9,0.0,692.89,13.09,6641.32,21631.14
94468.24,37,1,Student,Tier_2,18893.65,0.0,4696.58,10374.84,5927.44,4332.98,2837.94,6849.09,4620.35,6463.24,1021.75,11.99,11327.6,28450.36
9967.81,20,0,Student,Tier_2,1993.56,0.0,282.55,1294.6,648.99,259.67,487.01,702.83,338.29,0.0,286.07,6.0,598.08,3674.23
22794.73,53,4,Retired,Tier_2,4558.95,0.0,575.39,3166.48,1446.15,885.49,1035.46,1008.73,957.57,1207.23,232.16,8.07,1840.4,7721.12
74810.88,60,1,Professional,Tier_2,14962.18,7024.15,3506.43,8065.88,4563.86,3027.67,3348.7,3195.1,2752.3,4974.11,1299.11,12.79,9564.96,18091.41
75716.27,61,2,Self_Employed,Tier_1,22714.88,0.0,2792.4,10151.79,5437.32,2678.11,3395.44,3136.32,3241.89,6338.36,1515.17,14.14,10703.23,14314.6
26153.97,36,0,Professional,Tier_1,7846.19,3858.4,1304.37,2813.08,1381.63,544.09,1023.92,1111.84,1216.17,0.0,262.68,6.89,1800.81,4791.61
16667.5,47,2,Professional,Tier_2,3333.5,0.0,460.43,2264.58,887.38,559.5,599.3,1018.59,642.91,914.68,308.4,8.17,1361.58,5678.24
64453.63,28,1,Professional,Tier_2,12890.73,0.0,1667.53,8668.07,4280.56,2328.14,2892.06,2601.11,2528.93,4901.0,715.13,12.59,8117.5,20980.38
77326.5,30,4,Student,Tier_2,15465.3,0.0,2371.74,11058.82,3937.53,2966.0,2353.12,5380.66,3154.64,5182.35,1944.54,13.3,10287.64,23511.8
11816.14,50,4,Professional,Tier_2,2363.23,0.0,441.17,1575.89,731.63,357.54,432.26,777.79,402.94,1089.94,313.91,6.37,752.95,3329.84
11450.88,55,0,Professional,Tier_1,3435.26,0.0,255.27,1183.43,639.97,521.91,527.89,651.56,552.07,0.0,143.93,5.46,624.91,3539.6
35923.9,19,4,Retired,Tier_2,7184.78,0.0,1137.57,5107.34,2024.82,1352.6,832.19,1481.16,1478.78,3104.08,464.72,9.85,3538.32,11755.84
49634.49,63,3,Retired,Tier_3,7445.17,7416.38,1090.47,6585.11,3203.11,2390.85,1036.91,3022.33,1862.3,3227.53,1087.31,10.05,4986.11,11267.02
23616.42,40,1,Self_Employed,Tier_2,4723.28,0.0,938.38,2610.38,1560.95,893.05,1114.75,1297.06,977.25,2100.84,694.74,9.46,2234.83,6705.74
51657.35,37,4,Retired,Tier_2,10331.47,0.0,1566.39,7592.92,3223.74,1996.08,2142.73,3419.29,2463.5,3783.83,1376.72,10.37,5358.82,13760.68
16997.87,47,1,Student,Tier_2,3399.57,0.0,834.93,2446.87,918.3,761.99,632.69,946.59,671.6,1178.06,173.12,9.1,1546.48,5034.14
5525.88,32,1,Retired,Tier_2,1105.18,0.0,127.62,669.74,354.28,245.31,133.58,249.47,189.39,465.48,107.15,5.43,300.04,1878.67
21371.89,19,3,Self_Employed,Tier_3,3205.78,0.0,1000.84,2769.27,1581.26,738.66,1065.15,1415.08,1042.7,2106.13,576.69,9.62,2055.41,5870.33
31556.61,47,0,Self_Employed,Tier_2,6311.32,0.0,655.99,4212.47,2219.28,671.79,932.12,1678.66,1570.73,0.0,797.44,7.19,2269.29,12506.81
24059.39,42,1,Retired,Tier_2,4811.88,0.0,953.91,3421.93,1577.15,1045.01,526.7,1495.82,1127.33,1637.95,540.9,5.44,1309.21,6920.82
11873.57,21,3,Professional,Tier_1,3562.07,2132.95,575.13,1398.14,644.24,495.62,391.34,478.12,490.81,847.76,344.21,7.43,513.19,513.19
7019.4,18,4,Self_Employed,Tier_1,2105.82,0.0,289.34,939.89,478.9,334.08,154.12,559.92,280.16,679.11,176.25,8.54,599.64,1021.82
19884.22,25,2,Retired,Tier_2,3976.84,0.0,415.95,2694.45,1295.36,653.14,699.47,1400.81,777.03,1056.44,357.38,5.31,1055.9,6557.36
61517.52,31,0,Retired,Tier_2,12303.5,0.0,2443.19,7286.54,4598.98,2384.95,1995.25,3512.41,2172.67,0.0,1539.7,14.25,8766.65,23280.32
81953.77,28,2,Retired,Tier_2,16390.75,8018.35,2348.39,9934.58,4472.79,3077.24,3402.61,5631.17,3564.1,6028.9,1390.31,10.82,8867.07,17694.57
77584.53,41,3,Self_Employed,Tier_1,23275.36,0.0,3249.85,9402.28,4783.3,2566.36,2670.98,3536.15,3676.02,4639.84,1381.64,13.44,10425.74,18402.76
15618.71,41,1,Professional,Tier_2,3123.74,2284.78,524.19,1879.08,828.18,578.63,634.82,634.63,493.04,982.08,156.87,7.82,1221.97,3498.67
11920.17,49,3,Student,Tier_2,2384.03,0.0,459.56,1513.47,783.46,394.29,344.11,659.31,428.88,864.68,229.99,6.67,795.3,3858.4
44634.41,42,0,Retired,Tier_3,6695.16,0.0,924.43,4564.18,3441.56,1131.82,1115.89,3043.81,1774.51,0.0,824.31,14.61,6520.13,21118.74
49862.91,63,0,Professional,Tier_1,14958.87,0.0,1416.53,7472.0,3905.26,1784.31,1992.05,2923.96,1720.75,0.0,1329.24,13.97,6964.67,12359.94
41319.44,45,4,Student,Tier_2,8263.89,4189.89,1200.63,4765.54,2103.44,1021.49,1815.96,2156.2,1393.22,3336.59,730.88,14.39,5947.62,10341.71
5989.13,33,3,Retired,Tier_1,1796.74,1112.53,200.21,760.93,365.77,235.52,193.02,251.67,276.81,371.8,148.44,6.55,275.7,275.7
14994.59,59,0,Self_Employed,Tier_2,2998.92,0.0,696.03,1714.02,896.13,642.21,307.08,722.59,615.4,0.0,220.24,9.61,1441.51,6181.98
29295.86,56,3,Student,Tier_3,4394.38,0.0,910.38,4300.77,2021.33,723.86,898.08,1918.03,1453.39,2326.48,870.9,9.95,2915.77,9478.26
44299.44,33,4,Professional,Tier_2,8859.89,0.0,1821.08,6589.2,3156.51,1224.37,960.88,2843.17,1352.95,3031.84,920.82,14.34,6354.73,13538.74
55425.69,53,4,Student,Tier_2,11085.14,0.0,1701.77,8257.83,3083.88,1541.41,2395.86,2270.57,2678.34,4397.11,907.08,11.74,6509.67,17106.7
33669.76,29,3,Professional,Tier_1,10100.93,3321.53,876.41,4099.7,1869.23,946.12,724.77,2415.11,1553.7,1923.98,379.28,8.01,2695.5,5459.0
39088.35,29,0,Professional,Tier_2,7817.67,0.0,1324.58,5091.8,2287.93,1720.1,934.51,2386.93,1887.38,0.0,478.71,7.73,3020.33,15158.74
32107.5,51,1,Professional,Tier_3,4816.13,0.0,876.86,4529.86,1629.92,998.61,1118.03,1303.59,993.0,3111.64,858.93,5.52,1772.35,11870.94
51919.42,55,1,Retired,Tier_3,7787.91,0.0,1120.54,5586.83,3489.33,1716.38,1634.25,3297.82,2406.41,4188.24,1355.95,13.17,6838.51,19335.75
38532.03,37,4,Student,Tier_3,5779.8,0.0,1018.24,4589.08,2733.05,1909.57,1719.1,2721.51,1390.15,1995.16,670.93,5.43,2090.49,14005.42
31619.93,64,0,Self_Employed,Tier_2,6323.99,5319.31,710.78,3646.98,1585.72,1287.78,1417.46,2464.24,1347.23,0.0,421.79,7.95,2513.34,7094.63
24203.62,32,4,Retired,Tier_1,7261.09,0.0,518.51,3010.55,1524.52,680.74,666.19,1683.68,937.03,2040.18,568.26,5.43,1314.54,5312.87
32015.83,39,4,Self_Employed,Tier_3,4802.37,5602.49,1349.72,4478.33,2039.48,888.27,1435.37,1457.16,1566.44,2543.78,390.27,7.22,2310.23,5462.16
44206.44,33,4,Self_Employed,Tier_3,6630.97,0.0,1805.99,5808.81,3019.54,906.22,1016.81,2125.08,1437.04,3159.64,1160.66,11.92,5271.46,17135.69
37157.95,41,4,Student,Tier_3,5573.69,0.0,914.27,3931.85,2696.46,881.56,1354.32,2855.76,1401.13,2865.16,1009.33,7.33,2723.64,13674.42
40684.96,20,3,Retired,Tier_2,8136.99,0.0,863.43,4482.61,3092.11,1556.61,1123.18,2309.12,1242.61,3337.12,506.09,11.38,4631.04,14035.09
87827.52,18,3,Student,Tier_1,26348.26,0.0,1819.15,9364.87,4803.8,4390.39,4385.84,4041.48,3903.19,6046.43,1812.62,13.46,11825.12,20911.49
37089.3,61,0,Retired,Tier_1,11126.79,3853.94,1555.68,4112.01,2295.04,1502.09,1647.67,1542.7,1751.22,0.0,945.52,7.25,2689.61,6756.64
17849.91,64,0,Retired,Tier_2,3569.98,1461.6,583.71,1812.48,1213.16,559.81,470.6,726.14,594.82,0.0,205.3,6.65,1186.83,6652.32
60829.98,55,2,Student,Tier_1,18248.99,0.0,2000.61,8767.73,3934.58,2947.54,1742.24,4020.42,2562.6,6061.57,1221.0,13.68,8322.77,9322.68
10056.7,34,1,Retired,Tier_3,1508.5,0.0,220.36,1430.17,703.46,260.23,410.91,469.22,345.63,625.74,118.12,9.28,933.47,3964.35
12629.9,58,3,Student,Tier_2,2525.98,771.15,556.19,1613.54,846.53,454.98,587.81,961.58,412.88,703.85,299.98,5.75,726.5,2895.42
39247.01,38,0,Professional,Tier_1,11774.1,7323.44,1128.48,5434.97,2347.99,1734.21,1451.22,2274.14,1648.77,0.0,415.35,6.13,2404.28,3714.35
45345.67,62,4,Professional,Tier_1,13603.7,0.0,1478.16,6801.65,3516.16,2023.75,1754.72,3036.26,1546.27,2858.01,1117.65,12.97,5882.88,7609.34
11080.16,64,3,Self_Employed,Tier_1,3324.05,0.0,368.52,1430.37,827.39,530.16,274.26,512.52,426.49,647.23,178.21,5.08,562.67,2560.96
22085.99,30,1,Student,Tier_2,4417.2,3270.87,1026.13,2886.48,1587.05,465.1,1073.22,970.95,894.76,1467.06,383.22,9.04,1996.16,3643.95
