Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
6808.77,23,1,Professional,Tier_2,1361.75,919.4,159.52,984.57,517.96,216.9,190.31,494.4,260.0,648.86,123.68,6.05,412.2,931.42,206.72,93.23,59.02,11.43,100.27,9.27,16.86,19.22
43420.02,45,2,Professional,Tier_2,8684.0,0.0,2083.46,5090.3,2660.66,1552.58,1449.57,2712.72,1872.41,4162.81,912.88,12.39,5381.55,12238.62,1202.05,436.62,136.89,387.04,246.06,74.07,191.42,146.67
27490.57,46,1,Professional,Tier_2,5498.11,0.0,700.34,3666.4,2041.69,1217.19,1138.32,1675.43,1338.45,1800.82,802.88,8.45,2322.97,7610.94,512.97,560.53,102.34,153.03,339.77,32.73,19.22,216.72
74359.33,38,3,Self_Employed,Tier_1,22307.8,0.0,2963.16,8794.97,4870.43,3420.33,1841.28,3265.49,3402.25,3936.61,2095.37,11.36,8447.32,17461.64,2177.6,267.72,591.52,158.97,298.32,123.59,171.3,109.59
17525.62,29,2,Student,Tier_2,3505.12,1138.38,370.94,2169.54,1022.84,813.23,664.36,1156.45,600.49,1150.9,413.02,9.12,1597.84,4520.33,429.2,303.04,116.45,98.84,197.26,24.05,40.28,105.2
25496.54,39,4,Retired,Tier_1,7648.96,3400.73,1013.02,3342.38,1568.77,1116.53,1211.65,1690.08,1123.65,2430.25,659.35,5.67,291.16,291.16,800.61,459.71,220.49,173.18,283.42,32.84,64.08,135.27
73623.19,44,1,Professional,Tier_3,11043.48,0.0,2915.62,8917.68,4955.01,2728.99,2222.64,5255.06,3377.84,4783.11,1900.77,14.31,10537.79,25522.99,1070.51,1347.33,295.35,403.47,1029.72,113.92,112.18,326.15
90713.47,38,0,Retired,Tier_1,27214.04,10236.36,4280.24,9481.96,6219.33,2442.91,2848.38,5132.94,4094.27,0.0,1483.26,13.63,12364.55,17279.79,2772.91,631.07,462.17,286.34,602.25,103.23,0.0,98.49
17410.54,32,0,Self_Employed,Tier_2,3482.11,1585.17,657.59,2243.56,1337.48,356.34,427.65,1262.23,529.51,0.0,213.14,7.45,1296.57,5315.76,534.32,131.45,54.16,35.19,199.6,13.54,0.0,50.32
34695.93,35,4,Self_Employed,Tier_2,6939.19,0.0,720.3,5005.35,1809.78,1259.25,1380.22,2092.86,1275.09,2677.67,781.26,5.53,1918.06,10754.98,591.83,257.94,129.09,339.39,388.44,17.44,68.72,128.52
37967.58,27,2,Retired,Tier_2,7593.52,0.0,1851.26,4772.75,2293.72,1776.12,1377.37,2552.88,1409.85,3138.92,800.9,8.19,3109.8,10400.29,517.09,352.76,156.42,88.56,158.44,41.94,115.43,96.49
40452.16,39,3,Student,Tier_3,6067.82,0.0,928.56,5882.24,2307.81,1705.51,1720.82,2117.72,1738.75,3340.45,748.02,14.66,5930.44,13894.45,1331.67,278.3,325.19,120.79,128.74,79.42,33.97,64.42
24316.06,61,0,Professional,Tier_2,4863.21,3672.34,661.09,3136.31,1290.39,1202.92,1191.05,980.57,909.48,0.0,254.44,8.17,1986.13,6154.24,555.88,335.91,287.92,170.93,229.71,22.55,0.0,17.81
83621.79,37,0,Student,Tier_1,25086.54,0.0,3537.36,11168.36,4604.21,2549.45,3506.18,4211.17,3071.91,0.0,1338.14,10.61,8874.86,24548.47,1635.17,706.49,681.26,206.35,504.77,76.6,0.0,126.06
6615.63,36,1,Retired,Tier_2,1323.13,1134.64,271.71,765.76,397.01,215.23,167.7,287.78,308.4,599.33,90.66,7.34,485.9,1054.28,217.3,93.37,28.2,36.84,45.45,2.18,11.65,25.02
21419.32,45,4,Professional,Tier_3,3212.9,1447.19,892.16,2589.23,1464.83,864.6,919.69,1109.61,902.66,1960.5,394.42,7.14,1528.37,5661.52,468.13,139.81,211.45,183.49,169.87,19.34,10.45,25.42
42928.76,54,0,Professional,Tier_2,8585.75,0.0,1398.94,5597.13,3089.13,1902.55,1926.6,1735.33,1469.33,0.0,1261.98,14.25,6117.67,15962.01,747.73,785.43,363.15,451.07,104.15,61.44,0.0,244.51
43249.13,61,1,Retired,Tier_2,8649.83,0.0,1360.01,6044.08,2807.14,1783.48,1857.72,2723.01,1420.67,4210.45,636.86,11.82,5112.45,11755.88,1552.25,683.63,456.08,154.58,672.37,11.7,62.79,154.77
88535.59,18,2,Professional,Tier_2,17707.12,8065.66,3334.14,12031.33,4664.65,2997.9,4315.41,4037.24,2902.01,5801.14,966.05,13.67,12106.65,21712.95,2917.59,531.24,786.34,828.55,1137.44,120.88,215.07,190.61
78239.74,51,0,Student,Tier_2,15647.95,5785.39,2204.48,10388.52,5724.98,2831.96,1931.61,3268.48,2428.55,0.0,841.97,14.96,11707.31,27185.86,2591.17,412.36,727.11,241.24,258.18,115.5,0.0,121.94
23873.38,52,4,Self_Employed,Tier_2,4774.68,0.0,619.08,3521.55,1563.31,695.34,703.53,1496.13,1061.5,1657.49,393.22,5.56,1328.27,7387.57,708.58,445.98,191.58,59.02,192.82,11.66,27.1,37.64
84867.77,43,1,Self_Employed,Tier_1,25460.33,0.0,2102.22,8676.66,6210.56,3319.11,2569.94,5682.59,2793.71,4544.4,867.91,11.55,9803.96,22640.32,2176.77,1409.81,925.62,236.34,1080.14,42.13,224.17,249.18
16944.85,47,2,Retired,Tier_2,3388.97,0.0,534.7,2450.14,975.75,431.0,666.7,992.23,829.61,1054.65,272.82,6.26,1059.93,5348.28,169.13,143.99,120.63,75.96,90.19,15.61,34.47,64.97
63174.91,29,1,Self_Employed,Tier_2,12634.98,7462.39,2964.0,7669.66,3674.94,2851.54,2720.1,3166.47,3157.66,4811.66,1355.49,13.95,8812.89,10706.03,1879.38,519.31,561.22,597.41,908.62,112.52,62.53,210.09
127691.27,31,3,Self_Employed,Tier_3,19153.69,6461.33,6096.04,13921.38,7183.71,5291.2,3812.97,7674.92,5737.24,7033.92,2661.41,21.53,27498.16,42663.45,802.8,1372.21,339.37,976.99,977.02,80.92,170.98,197.9
79293.22,56,4,Retired,Tier_3,11893.98,12225.81,3708.82,8357.25,4440.94,3008.89,3921.19,5099.46,2654.92,4356.48,1456.48,13.52,10716.57,18168.98,1058.66,927.18,254.45,820.59,702.46,108.83,183.34,260.2
32648.98,21,4,Retired,Tier_1,9794.69,0.0,852.9,4865.34,2112.42,963.08,1472.74,1706.98,1572.86,2522.18,540.83,9.08,2965.61,6244.97,888.21,598.25,97.73,193.64,487.58,41.15,120.88,57.66
23006.44,29,0,Professional,Tier_2,4601.29,0.0,870.03,3399.92,1522.22,584.05,753.53,1021.53,1132.53,0.0,676.13,6.14,1413.43,8445.24,340.58,433.52,54.28,51.38,133.18,31.76,0.0,114.59
8831.5,41,1,Retired,Tier_2,1766.3,0.0,349.03,1319.69,483.72,214.7,216.39,659.23,308.35,790.05,95.66,6.48,572.33,2628.38,322.59,29.96,62.0,33.64,35.99,6.58,38.79,5.01
38460.4,57,2,Student,Tier_2,7692.08,0.0,1301.68,5001.44,3071.09,1557.35,1258.12,2220.53,1730.55,2817.89,735.24,5.12,1969.09,11074.43,1084.82,271.78,154.02,187.08,484.41,3.62,79.88,66.05
12292.92,48,0,Retired,Tier_1,3687.88,692.51,456.25,1539.94,792.52,476.11,520.47,939.96,601.87,0.0,307.0,7.67,942.95,2278.43,233.84,209.72,45.64,67.54,176.68,22.27,0.0,82.71
15905.89,18,4,Professional,Tier_1,4771.77,0.0,377.87,2126.05,963.93,350.77,445.03,1196.29,616.86,1547.38,290.56,6.17,980.74,3219.39,592.88,124.09,81.32,127.02,152.91,11.61,7.44,42.45
11572.14,54,1,Professional,Tier_2,2314.43,0.0,543.55,1348.2,873.7,384.26,362.2,615.1,449.92,1110.21,219.42,6.37,737.61,3351.16,111.47,114.77,54.93,63.79,144.55,0.72,47.22,52.26
20757.0,18,2,Retired,Tier_2,4151.4,1619.42,499.08,2399.71,1544.91,614.19,503.09,989.81,705.43,2050.76,328.12,6.02,1249.5,5351.07,185.79,329.87,163.06,47.05,100.75,3.24,91.98,44.37
29336.19,32,4,Student,Tier_1,8800.86,5205.09,1321.33,3752.04,1672.66,819.79,1337.38,1440.2,1431.3,1827.53,454.84,7.12,1273.18,1273.18,789.78,166.54,90.29,176.25,307.06,4.92,63.21,112.82
37340.89,30,2,Professional,Tier_2,7468.18,6447.7,805.2,5355.58,2811.39,814.04,1700.54,2581.92,1164.6,2991.75,580.82,6.6,2464.05,4619.18,347.84,567.85,191.24,449.0,171.16,15.59,33.81,54.74
18555.98,46,1,Student,Tier_1,5566.79,2647.24,594.9,2747.54,1085.57,663.0,501.2,956.56,810.66,1633.3,471.89,7.98,877.32,877.32,371.46,66.6,128.09,44.46,98.81,34.83,46.96,101.47
70571.36,62,2,Professional,Tier_2,14114.27,0.0,1824.25,8267.0,3671.78,3425.54,2519.19,4865.47,3277.64,6968.17,1813.72,13.94,9838.98,19824.32,685.73,430.05,293.54,215.18,468.01,127.96,165.1,369.24
25397.05,21,0,Self_Employed,Tier_2,5079.41,0.0,629.13,3681.43,1295.41,593.24,534.17,1725.45,1125.0,0.0,532.72,8.92,2264.29,10201.1,301.47,323.81,80.12,52.78,155.88,16.03,0.0,103.09
15974.91,32,0,Professional,Tier_2,3194.98,2513.23,642.55,1701.46,1048.29,637.33,752.45,1015.35,523.53,0.0,351.48,8.74,1396.49,3594.25,283.63,66.78,107.61,53.65,291.33,13.2,0.0,74.33
35953.67,61,1,Professional,Tier_2,7190.73,4795.96,1677.16,3844.74,2163.92,1609.16,1660.24,2319.45,1328.57,2439.03,558.1,7.16,2573.89,6366.61,734.31,474.69,218.23,476.97,427.25,8.04,59.07,45.53
144320.95,57,4,Professional,Tier_1,43296.29,0.0,6307.85,21318.2,10523.79,4417.87,6039.42,11501.43,5472.5,11564.06,3062.43,21.09,20817.11,20817.11,1317.11,2639.02,450.62,1615.22,2893.83,73.52,307.01,287.24
39225.45,29,3,Professional,Tier_1,11767.64,0.0,1126.9,5752.82,2591.79,1921.1,1946.02,2435.47,1591.24,3514.69,451.69,7.05,2763.6,6126.09,511.63,246.17,214.32,549.75,598.48,34.38,157.09,107.64
22441.52,42,3,Professional,Tier_2,4488.3,0.0,857.81,2377.25,1646.49,551.02,1007.16,1289.11,936.91,1443.89,440.86,7.32,1643.28,7402.72,295.54,170.87,64.27,173.6,176.19,16.53,14.76,56.27
8839.48,44,3,Retired,Tier_3,1325.92,0.0,254.91,1287.29,624.15,250.23,257.7,440.12,356.22,702.26,208.19,5.86,517.63,3132.47,364.66,114.05,72.13,52.61,65.64,6.55,1.09,19.07
25170.37,23,4,Retired,Tier_2,5034.07,0.0,571.83,3124.23,2002.83,758.94,815.72,1947.48,951.12,1994.41,486.51,6.27,1577.91,7483.23,489.44,335.62,151.46,144.64,424.44,34.48,86.61,104.55
36202.92,40,0,Student,Tier_3,5430.44,0.0,850.68,5136.78,2333.13,1113.4,1679.77,2688.03,1102.18,0.0,1028.65,9.86,3571.41,14839.86,832.0,386.87,198.13,333.82,638.7,39.05,0.0,75.32
22001.98,32,0,Self_Employed,Tier_3,3300.3,0.0,554.38,2521.54,1323.56,1032.87,790.02,892.49,897.92,0.0,598.72,9.99,2197.66,10090.16,537.77,188.66,138.67,80.66,103.05,8.19,0.0,119.06
7916.03,56,0,Retired,Tier_3,1187.4,0.0,315.25,1070.88,439.08,158.6,344.74,470.19,245.88,0.0,202.04,9.77,773.21,3481.97,159.82,32.02,28.53,82.66,41.92,10.64,0.0,33.36
15191.64,22,1,Self_Employed,Tier_3,2278.75,0.0,364.92,2186.9,1059.38,350.35,417.96,879.24,562.75,1241.77,238.36,9.14,1387.82,5611.25,361.29,225.23,101.62,111.92,128.4,23.98,23.39,23.36
96046.09,40,0,Student,Tier_2,19209.22,0.0,3579.89,13440.59,6355.84,2723.99,3434.27,7293.69,4219.61,0.0,2300.82,13.77,13221.89,33488.17,747.41,1707.43,436.26,331.62,1325.04,70.36,0.0,288.18
94480.95,32,0,Student,Tier_3,14172.14,0.0,1893.23,11119.59,6729.9,2030.36,3156.0,3973.1,3163.17,0.0,2227.32,11.63,10990.01,46016.14,1183.51,825.81,170.81,557.66,943.08,82.81,0.0,511.76
14759.49,42,0,Professional,Tier_2,2951.9,1606.28,619.12,1536.35,1084.54,559.77,300.46,1108.17,556.98,0.0,308.75,7.41,1093.79,4127.16,88.67,223.65,39.13,80.0,181.62,6.3,0.0,75.62
51387.9,47,3,Retired,Tier_2,10277.58,4424.34,1425.94,7327.11,3573.9,1114.79,1192.07,2997.24,1662.04,4768.04,1325.65,14.49,7445.58,11299.2,1896.99,706.19,89.13,86.08,770.32,64.7,226.25,262.47
11685.39,61,2,Professional,Tier_3,1752.81,0.0,433.21,1387.24,871.18,333.98,473.63,530.62,534.88,884.95,170.55,6.81,795.34,4312.33,162.97,232.08,70.91,132.55,60.85,2.58,36.78,28.98
92263.67,60,0,Professional,Tier_1,27679.1,0.0,2805.52,11984.85,5200.48,3690.17,3825.12,3986.52,3407.02,0.0,1400.81,12.42,11458.25,28284.06,1438.42,1380.2,830.38,1089.21,843.71,169.11,0.0,150.75
36502.69,21,2,Student,Tier_3,5475.4,0.0,1314.97,3677.88,2811.55,1213.54,1131.88,2817.03,1188.85,2942.79,1062.73,8.32,3035.83,12866.07,330.64,769.25,146.76,106.17,241.91,26.81,105.36,82.94
64129.89,30,0,Professional,Tier_2,12825.98,11946.34,1655.65,9519.52,3666.62,1763.17,1495.62,2657.77,3145.99,0.0,895.42,12.32,7903.4,14557.82,2181.1,1041.34,212.87,346.91,605.01,90.2,0.0,189.16
7607.41,57,3,Student,Tier_1,2282.22,0.0,293.44,812.96,456.22,338.92,155.85,554.39,248.06,758.36,222.56,8.97,682.56,1484.42,170.85,65.64,48.21,20.91,60.54,4.87,11.21,32.45
51588.93,56,3,Retired,Tier_3,7738.34,0.0,2397.03,6830.47,2773.78,1456.16,2123.67,3307.54,2337.69,4656.04,723.07,12.13,6258.48,17245.15,1045.69,426.27,290.52,314.67,869.99,20.21,85.26,207.77
29816.39,40,2,Retired,Tier_2,5963.28,5509.63,1113.97,4186.85,1648.88,783.43,1126.84,1233.27,1075.33,1820.85,549.68,5.51,1642.74,4804.37,313.17,324.27,202.83,308.13,103.12,45.94,9.04,102.87
59307.79,33,3,Professional,Tier_2,11861.56,0.0,1972.86,6253.49,4219.19,2441.38,2367.69,4123.71,2630.37,3532.33,716.59,12.27,7276.34,19188.63,593.9,992.93,698.19,676.85,658.5,117.43,58.2,206.97
62370.45,52,1,Student,Tier_1,18711.14,0.0,2133.59,8017.36,3393.33,2787.46,1540.33,2685.36,2076.15,4815.41,1101.33,11.26,7024.74,15108.99,942.91,733.61,532.57,454.19,237.5,87.52,232.46,254.56
31621.12,33,4,Retired,Tier_3,4743.17,0.0,1016.13,4683.57,2517.83,865.03,742.04,2283.13,1388.75,1680.96,367.71,6.82,2156.71,11332.79,1309.12,541.23,142.38,137.43,341.02,9.83,42.62,83.87
18551.19,24,4,Self_Employed,Tier_2,3710.24,0.0,502.1,2698.48,1452.5,455.4,624.66,1306.89,709.39,1105.52,527.91,9.6,1781.1,5458.1,589.05,403.46,58.56,173.95,228.9,18.66,38.51,57.98
55977.75,62,0,Retired,Tier_1,16793.33,0.0,1757.6,6363.71,2913.79,2031.13,1450.94,2443.84,2336.4,0.0,891.32,14.52,8127.93,18995.69,1257.7,317.34,483.6,415.73,545.75,35.72,0.0,252.47
28590.48,30,3,Student,Tier_1,8577.14,5267.59,933.45,4233.22,2106.58,925.36,945.87,1223.46,1405.12,2406.61,357.26,9.76,208.82,208.82,648.48,451.92,119.0,220.26,186.69,49.95,69.1,104.64
14923.98,46,4,Professional,Tier_2,2984.8,0.0,606.89,2211.65,915.47,697.41,653.39,628.67,480.58,864.84,289.67,5.74,856.67,4590.62,394.57,154.6,102.84,90.77,155.51,8.99,23.43,70.14
14369.04,56,2,Student,Tier_3,2155.36,0.0,424.64,1763.75,1066.41,413.35,375.61,806.74,552.48,780.22,374.46,9.35,1343.27,5656.01,328.7,220.0,26.49,64.75,150.05,17.73,23.57,109.02
9202.41,37,2,Professional,Tier_2,1840.48,1719.49,288.05,992.25,478.42,378.69,280.36,368.71,280.24,659.42,219.84,6.22,572.26,1696.45,169.84,39.1,72.71,79.81,71.31,6.88,0.51,28.48
19944.72,46,2,Retired,Tier_2,3988.94,0.0,771.66,2060.44,1370.79,974.14,857.65,1027.68,598.71,1146.07,216.19,7.11,1417.9,6932.45,328.28,208.6,72.17,207.49,52.34,25.68,39.91,36.05
72482.93,35,0,Professional,Tier_3,10872.44,11935.34,3166.67,8878.7,5183.52,2691.75,2330.79,3921.79,2818.34,0.0,1201.45,14.08,10203.6,19482.14,1288.12,1024.23,182.89,560.66,718.51,70.0,0.0,166.43
34586.42,39,4,Professional,Tier_3,5187.96,0.0,1565.17,4388.42,2607.86,930.74,1284.95,2370.48,1593.99,2018.66,474.08,8.38,2897.16,12164.11,1030.02,288.25,56.97,179.02,398.1,60.09,2.54,81.84
19636.37,53,4,Professional,Tier_2,3927.27,3622.7,745.06,2218.11,1505.3,682.84,516.22,1067.83,915.0,1823.68,197.22,7.79,1530.23,2415.12,599.45,133.52,98.3,31.59,211.28,45.21,71.01,19.76
57115.88,58,4,Professional,Tier_2,11423.18,0.0,1927.23,5721.4,2874.76,2512.79,2633.34,3547.75,1747.24,3125.5,1123.51,11.59,6618.81,20479.18,468.58,154.87,201.32,787.27,1033.84,4.05,17.44,199.01
15413.07,53,2,Self_Employed,Tier_1,4623.92,0.0,613.99,1646.13,1116.15,605.32,457.53,834.52,700.94,900.17,299.51,6.64,1022.84,3614.89,250.69,59.89,147.22,103.55,215.49,3.95,11.69,32.53
32377.95,25,2,Self_Employed,Tier_2,6475.59,0.0,677.56,3627.82,1761.16,1177.67,1097.99,1637.54,1152.32,2124.08,650.23,9.85,3188.79,11995.99,700.58,372.27,301.6,306.18,183.4,41.98,24.47,61.93
25984.31,20,0,Professional,Tier_3,3897.65,0.0,956.85,3004.46,1716.15,530.53,673.51,1988.15,933.55,0.0,531.33,9.59,2491.86,11752.11,305.02,151.86,35.42,35.09,216.41,20.19,0.0,84.84
55952.43,46,1,Student,Tier_2,11190.49,0.0,1635.79,6759.16,3420.78,2314.05,1467.15,2842.23,2382.52,3104.75,657.04,14.56,8149.17,20178.47,1489.68,627.95,280.4,164.88,167.57,17.28,42.94,79.41
8494.46,26,4,Student,Tier_2,1698.89,1534.55,302.15,1154.21,481.82,379.54,281.45,631.85,315.41,473.49,243.53,5.84,495.79,997.57,86.8,78.14,42.92,52.76,182.14,12.86,11.52,45.88
15196.11,25,0,Retired,Tier_2,3039.22,1366.57,436.18,2114.42,897.98,395.51,393.02,1120.86,558.82,0.0,166.35,9.18,1394.86,4707.18,235.76,75.83,74.19,84.95,316.85,3.51,0.0,46.63
8089.77,47,2,Self_Employed,Tier_2,1617.95,1429.43,205.75,950.64,467.8,310.88,402.85,537.81,299.85,627.81,147.91,9.59,775.84,1091.08,57.68,55.59,59.03,101.29,87.99,3.96,29.05,26.19
24374.07,29,1,Retired,Tier_3,3656.11,3269.86,664.97,3558.83,1384.57,679.78,898.54,1518.2,1128.36,2190.4,704.99,8.63,2102.32,4719.47,798.25,240.7,192.19,223.46,208.6,54.02,2.56,151.96
79070.46,63,3,Retired,Tier_1,23721.14,0.0,3344.33,8601.11,5498.27,1675.55,1729.93,6055.93,2545.69,6742.15,1082.98,11.11,8785.3,18073.38,2423.98,1551.02,303.88,329.6,1578.29,25.44,191.09,136.89
20022.16,45,1,Self_Employed,Tier_2,4004.43,0.0,625.86,2325.37,1208.84,842.93,455.17,804.83,770.09,1367.12,279.76,5.09,1019.73,7337.75,636.71,276.98,227.83,110.18,234.87,1.16,22.5,75.22
19938.45,59,0,Professional,Tier_2,3987.69,2551.45,832.36,2135.05,1531.69,773.13,675.03,1165.7,738.16,0.0,563.25,8.13,1621.35,4984.93,109.03,81.11,206.06,134.0,249.48,14.27,0.0,74.06
60254.48,60,1,Student,Tier_3,9038.17,4126.61,2563.63,8051.35,3989.35,2580.5,1296.82,3841.34,2608.65,4389.21,1607.41,10.61,6391.87,16161.43,1001.9,421.55,306.77,221.59,869.0,91.34,181.07,355.5
70529.92,27,2,Retired,Tier_2,14105.98,0.0,1452.19,7823.87,4623.13,1870.1,2990.33,3410.84,2507.24,4086.31,2062.11,11.25,7935.99,25597.82,818.11,372.78,488.0,406.6,813.66,11.14,77.61,360.3
27947.86,30,1,Student,Tier_1,8384.36,0.0,1346.51,3746.25,2172.28,1363.73,1152.06,1585.29,1217.15,2391.15,412.62,8.8,2458.21,4176.46,355.47,564.05,180.57,228.58,459.42,7.73,46.06,62.84
51881.86,19,2,Professional,Tier_2,10376.37,9220.69,1193.43,5294.66,3960.42,2276.36,2214.87,3701.61,2244.14,4963.77,1476.58,14.0,4958.96,4958.96,424.8,250.12,250.69,451.66,488.94,99.1,122.6,235.79
12675.03,18,1,Retired,Tier_2,2535.01,1237.63,432.8,1398.87,644.61,397.97,539.85,998.52,578.65,1163.42,304.07,7.64,967.88,2443.62,170.15,145.67,69.46,148.15,271.01,14.6,50.83,54.31
90339.69,39,0,Student,Tier_1,27101.91,0.0,4382.47,11210.93,6166.78,3540.55,2304.3,6816.62,3561.78,0.0,1582.61,14.84,13407.12,23671.74,700.47,1299.54,434.47,532.16,699.96,175.12,0.0,108.13
167362.55,50,3,Self_Employed,Tier_1,50208.76,13649.73,4141.82,23232.15,11416.25,7106.11,7834.85,7644.01,5875.16,13784.68,4975.88,19.87,17493.15,17493.15,3667.87,1100.1,828.07,1786.83,829.73,132.87,280.16,1437.25
45520.83,33,4,Retired,Tier_1,13656.25,0.0,1172.82,4913.23,3538.34,1258.02,2053.14,2393.42,2015.19,3904.25,1169.35,11.49,5232.57,9446.83,672.64,701.85,361.03,443.5,330.25,35.18,136.14,78.28
5661.74,59,1,Professional,Tier_1,1698.52,0.0,153.0,626.66,404.25,140.52,204.62,402.09,187.7,420.75,154.95,9.37,530.51,1268.69,52.5,104.64,37.22,46.31,119.08,4.89,13.72,40.29
19194.3,46,3,Retired,Tier_2,3838.86,3345.1,861.98,2504.41,1217.41,805.16,526.98,1205.01,934.08,1238.39,493.27,8.7,1669.34,2223.64,603.31,235.46,95.34,147.68,109.98,17.04,31.17,51.02
48982.23,27,1,Retired,Tier_2,9796.45,2643.0,2215.81,6897.46,2528.48,1751.28,2307.44,3649.37,1888.64,2630.23,600.56,12.98,6357.68,12073.53,1970.02,603.83,442.48,373.17,766.73,9.53,24.92,154.64
21413.27,56,3,Student,Tier_2,4282.65,1709.29,1006.8,2742.48,1125.78,999.17,921.4,1530.65,856.21,1735.84,362.21,5.65,1209.92,4140.8,206.0,321.25,114.78,129.27,337.24,17.75,81.02,30.31
83009.6,24,2,Student,Tier_1,24902.88,10270.24,2918.36,10855.61,5311.27,1830.52,1672.27,5552.84,3376.18,5630.49,1037.83,14.09,9651.11,9651.11,2919.9,1460.78,115.02,164.92,499.82,48.48,35.81,95.28
48025.07,18,3,Self_Employed,Tier_3,7203.76,0.0,2260.35,7156.82,3818.27,2338.71,1530.73,2588.39,1873.62,3743.4,1102.57,10.89,5227.97,14408.47,1165.05,845.97,632.68,95.62,698.76,11.4,68.64,189.91
17047.73,43,4,Professional,Tier_3,2557.16,3126.01,478.64,2381.49,1359.39,496.02,533.08,1044.99,742.5,1173.22,457.08,8.49,1447.56,2698.15,388.68,162.48,84.55,79.29,63.61,21.85,36.74,119.51
30784.44,62,3,Self_Employed,Tier_2,6156.89,0.0,1179.23,3784.79,1980.15,1257.51,1163.77,1310.63,1481.52,1629.09,712.22,5.44,1673.43,10128.64,1096.47,529.73,277.6,187.62,288.98,8.48,50.92,119.02
14674.79,22,4,Student,Tier_1,4402.44,1687.08,482.06,1531.03,1122.92,307.01,404.61,1047.87,710.26,1097.52,195.66,6.18,907.19,1686.34,131.56,106.3,81.02,39.12,96.62,7.37,4.86,37.4
25922.97,52,4,Professional,Tier_2,5184.59,0.0,742.31,3735.82,1461.44,524.74,1216.09,1781.96,847.99,2190.44,635.42,9.42,2442.46,7602.16,238.77,129.27,116.02,72.01,524.98,29.51,88.04,169.59
19250.23,30,3,Self_Employed,Tier_2,3850.05,1460.43,825.38,2704.77,1143.52,909.54,472.08,1049.36,789.59,1679.32,552.31,5.62,1080.99,3813.88,559.98,321.1,266.08,75.7,207.68,37.75,47.25,134.05
76784.81,44,4,Retired,Tier_2,15356.96,0.0,3230.04,9318.92,4718.95,2473.84,2143.08,5748.16,3115.68,4956.95,1474.65,13.12,10072.22,24247.57,1401.72,1265.16,531.83,218.06,935.18,32.28,38.14,357.72
163041.87,29,4,Self_Employed,Tier_2,32608.37,20122.22,6924.22,22836.47,11571.22,3822.98,4421.74,10976.72,5056.69,11149.11,3587.77,20.85,29964.35,29964.35,4480.86,2284.22,715.07,300.3,3121.51,183.29,370.83,1018.41
9547.19,47,2,Professional,Tier_1,2864.16,0.0,362.34,1302.04,713.45,404.43,233.05,663.23,430.95,618.29,209.83,6.97,665.64,1745.42,127.13,165.59,64.4,22.58,98.3,14.71,10.41,23.33
6440.62,49,0,Retired,Tier_2,1288.12,0.0,193.94,708.31,397.78,178.27,197.82,382.02,309.67,0.0,76.79,5.6,360.8,2707.91,153.02,81.92,52.32,35.81,95.45,8.23,0.0,14.46
24656.97,48,2,Student,Tier_1,7397.09,0.0,990.11,2682.26,1577.51,1207.28,667.62,1550.63,772.24,1275.09,543.46,5.06,1247.06,5993.66,610.11,261.08,260.01,94.92,115.33,9.68,49.31,126.36
8903.68,22,0,Retired,Tier_3,1335.55,0.0,231.8,1238.33,465.07,293.65,314.01,606.31,330.65,0.0,192.12,7.94,706.91,3896.2,217.29,115.47,30.83,91.36,126.42,1.86,0.0,51.83
31129.83,54,0,Professional,Tier_3,4669.48,0.0,854.68,3985.0,1816.46,662.11,1498.82,1313.52,1122.38,0.0,347.02,9.31,2897.78,14860.36,219.54,97.96,184.93,171.07,104.19,47.25,0.0,70.05
54617.06,19,2,Retired,Tier_3,8192.56,0.0,2661.14,6679.73,4049.56,1764.19,1169.65,3739.63,1829.62,5145.53,1233.11,13.12,7166.4,18152.34,758.22,640.76,355.03,342.08,560.61,61.87,63.0,339.19
99137.81,55,4,Self_Employed,Tier_1,29741.34,0.0,3600.75,11748.01,5080.42,3477.93,4302.53,6259.81,3180.47,8899.58,2519.36,13.5,13380.05,20327.61,3004.39,1028.13,537.25,926.76,767.14,130.89,186.87,607.15
35244.62,24,2,Self_Employed,Tier_2,7048.92,0.0,1462.04,4791.28,2560.77,1220.49,1584.34,1419.99,1332.83,3242.23,894.14,7.04,2479.53,9687.6,707.73,693.55,144.08,287.73,384.29,50.28,97.33,67.15
25704.68,18,4,Retired,Tier_2,5140.94,3709.9,865.31,3088.87,1676.47,1212.73,570.59,1704.04,1014.77,2181.89,298.64,9.54,2453.17,4240.53,564.98,144.81,88.99,42.38,135.53,8.14,106.03,21.57
6162.54,20,2,Professional,Tier_1,1848.76,0.0,123.56,619.97,358.16,287.32,189.43,464.05,236.54,406.68,70.59,6.35,391.03,1557.47,97.76,93.59,42.64,32.17,96.96,2.81,9.75,17.66
30635.07,37,2,Professional,Tier_2,6127.01,0.0,1081.9,3542.3,1961.67,1371.55,1401.03,1976.94,1460.9,2550.86,427.09,7.14,2188.17,8733.81,185.62,401.54,257.63,309.03,306.7,1.82,108.7,104.2
