Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Gasto_Fijo,Gastos_variables
12467.29,20,0,Student,Tier_2,2493.46,0.0,618.91,1715.83,683.63,464.54,602.86,677.39,568.24,0.0,281.33,6.24,778.02,4361.11,5511.83,2594.36
22463.57,56,0,Self_Employed,Tier_1,6739.07,0.0,527.81,2988.89,1704.23,962.44,842.18,1026.33,787.15,0.0,311.46,5.3,1191.01,6574.01,11959.999999999998,3929.56
94599.69,41,3,Self_Employed,Tier_3,14189.95,9289.13,3723.53,13657.41,6763.41,4259.7,1922.5,6839.95,4046.56,7994.59,1492.27,12.03,11383.47,20420.67,46328.89,18560.98
6948.13,38,3,Student,Tier_2,1389.63,357.71,292.47,902.92,417.55,241.07,241.1,391.38,294.05,482.98,202.71,7.84,544.64,1734.55,3485.5499999999997,1370.31
5734.48,23,4,Student,Tier_3,860.17,0.0,247.75,594.31,294.28,255.43,133.6,308.2,215.06,368.31,74.45,7.34,420.72,2382.91,2364.8199999999997,986.7399999999999
32224.07,50,3,Student,Tier_1,9667.22,3112.03,1288.39,3978.55,2237.17,863.3,1095.79,2257.36,1037.93,2408.04,628.51,6.04,1947.17,3649.77,19579.37,5882.89
21054.74,25,4,Self_Employed,Tier_2,4210.95,3581.18,683.41,2917.81,1454.36,425.63,1036.56,1634.14,675.51,1976.83,496.6,8.75,1842.12,1961.77,11243.359999999999,4268.4400000000005
30186.04,50,2,Professional,Tier_1,9055.81,0.0,710.88,3747.54,1792.24,664.66,1461.89,1700.35,1016.45,1590.63,315.66,8.01,2418.72,8129.94,16897.1,5159.01
63908.14,20,2,Professional,Tier_2,12781.63,0.0,2373.76,6798.07,4431.05,2980.79,2090.6,4299.74,3183.71,4828.84,860.99,11.84,7569.42,19278.96,31213.350000000002,13415.83
19281.42,19,1,Self_Employed,Tier_2,3856.28,2616.04,726.45,2602.77,1062.1,515.86,919.5,842.28,773.37,1848.51,505.64,5.65,1089.12,3012.62,10096.11,3556.65
6704.59,55,0,Student,Tier_2,1340.92,1209.06,265.32,914.9,521.06,219.28,146.91,505.04,308.21,0.0,84.4,7.54,505.56,1189.49,3042.2000000000003,1263.8400000000001
153973.83,57,1,Self_Employed,Tier_2,30794.77,29905.33,7363.74,21259.92,9387.46,5472.77,3791.25,11964.26,6028.56,11341.86,2425.88,17.32,14238.05,14238.05,80147.75,29682.72
13509.79,56,2,Self_Employed,Tier_2,2701.96,0.0,448.13,1583.68,737.96,271.61,347.92,610.3,607.73,1230.88,201.73,5.03,679.91,4767.89,6702.610000000001,2039.29
12858.02,56,3,Self_Employed,Tier_3,1928.7,1069.55,626.92,1725.94,976.5,625.72,277.83,827.03,594.08,798.52,194.1,6.33,814.05,3213.12,6056.58,2518.7599999999998
72542.56,41,0,Self_Employed,Tier_2,14508.51,0.0,1918.5,9927.48,4468.51,2097.9,2788.63,4290.44,3537.22,0.0,2142.36,14.14,10257.59,26863.01,30823.0,14856.55
22056.47,38,0,Professional,Tier_2,4411.29,2938.1,609.58,2632.36,1552.07,911.55,825.39,1454.04,1073.11,0.0,512.86,9.47,2089.64,5136.12,9205.3,4776.95
28516.58,35,1,Student,Tier_2,5703.32,0.0,678.34,3445.56,1954.28,1116.28,1068.23,1310.69,959.75,2035.73,322.45,7.29,2078.71,9921.96,13817.23,4777.4
44142.78,52,0,Self_Employed,Tier_2,8828.56,7207.32,982.34,5501.44,2431.2,1992.97,1230.19,3044.77,1655.63,0.0,573.36,12.53,5529.66,10695.02,17743.539999999997,8496.92
71383.29,28,2,Self_Employed,Tier_1,21414.99,10225.49,2421.22,9317.89,4457.95,3545.81,2829.7,3865.3,3459.88,6903.08,1784.25,12.64,1157.73,1157.73,44515.130000000005,15484.940000000002
22975.51,28,3,Student,Tier_3,3446.33,2045.72,896.86,2645.13,1719.9,747.11,492.74,1489.0,708.65,1471.64,258.19,9.77,2244.64,7054.25,10179.859999999999,3695.6900000000005
101206.1,20,1,Student,Tier_2,20241.22,0.0,3216.86,10945.59,5646.25,4435.69,2718.84,6324.86,3385.06,6188.75,2326.43,16.69,16895.44,35776.53,46238.67,19190.88
5433.36,40,3,Self_Employed,Tier_2,1086.67,0.0,198.65,610.31,352.6,182.29,263.34,410.49,234.99,430.15,146.66,9.41,511.13,1517.22,2678.38,1237.77
55093.25,18,1,Self_Employed,Tier_2,11018.65,0.0,1765.32,6982.75,3621.57,2389.12,1126.13,3252.55,2429.83,4716.96,896.93,12.71,7002.85,16893.44,28105.25,10094.560000000001
15326.38,40,4,Student,Tier_3,2298.96,0.0,327.17,2105.15,1172.58,322.54,364.07,1196.47,740.43,1239.15,195.65,9.38,1437.61,5364.2,7143.01,2819.1600000000003
89928.46,39,0,Student,Tier_3,13489.27,17677.6,2268.46,12921.44,6136.54,2225.6,4416.53,3695.92,3349.49,0.0,1719.32,14.7,13220.56,22028.29,34815.71,15406.86
33610.31,59,4,Professional,Tier_2,6722.06,0.0,942.42,4868.35,2554.44,934.12,1486.2,1822.46,1207.26,2954.29,786.18,7.6,2554.59,9332.53,18041.56,6236.219999999999
17511.77,47,0,Self_Employed,Tier_2,3502.35,0.0,683.76,2253.84,1337.03,548.91,725.63,1058.13,640.45,0.0,265.81,7.26,1270.69,6495.85,7776.9800000000005,3238.9300000000003
50981.88,19,4,Retired,Tier_2,10196.38,0.0,2342.68,7301.78,3219.33,1862.29,2481.75,2111.14,2429.96,4909.39,1086.51,11.52,5873.55,13040.68,27969.559999999998,9971.65
61298.05,34,3,Student,Tier_2,12259.61,0.0,1560.43,6930.68,3230.67,3016.1,1551.86,4138.51,2116.02,4536.19,722.55,14.95,9162.1,21235.46,28517.579999999998,11545.04
50134.66,58,2,Student,Tier_2,10026.93,7578.12,1342.92,6120.29,3846.26,1534.63,1698.77,2490.07,1645.8,3757.01,993.87,11.21,5618.37,9099.99,25093.410000000003,8363.14
13163.4,37,1,Professional,Tier_2,2632.68,0.0,545.68,1461.32,729.29,357.62,332.32,531.65,432.54,950.55,332.83,9.37,1233.42,4856.94,6319.52,1986.9599999999998
20368.38,26,0,Professional,Tier_3,3055.26,0.0,991.59,2176.24,1349.89,644.88,860.38,1122.81,707.04,0.0,592.87,6.33,1289.39,8867.43,7572.9800000000005,3927.98
29902.41,28,1,Retired,Tier_1,8970.72,0.0,914.72,3989.22,1609.11,1238.85,1360.58,1726.89,1404.99,2586.43,568.32,6.42,1918.8,5532.58,18070.199999999997,6299.63
29025.93,34,2,Student,Tier_1,8707.78,0.0,859.33,3244.07,2288.19,741.53,1331.17,2285.43,1122.48,2100.65,576.13,9.4,2729.2,5769.16,17200.02,6056.74
54652.43,31,4,Self_Employed,Tier_1,16395.73,0.0,1685.41,7009.71,2752.92,2510.68,1796.33,2475.45,2713.92,3283.7,1563.93,14.94,8166.18,12464.65,31127.47,11060.31
5985.12,35,3,Self_Employed,Tier_3,897.77,308.37,150.24,620.1,358.34,284.4,261.67,302.79,293.85,472.61,155.44,6.92,414.31,1879.54,2499.06,1298.15
39199.31,35,1,Self_Employed,Tier_2,7839.86,4995.37,1362.84,4243.8,3115.16,1230.53,1908.79,3086.17,1751.31,2195.43,524.74,6.71,2628.65,6945.31,18757.09,8501.54
23788.74,61,4,Professional,Tier_2,4757.75,1781.53,863.64,2743.42,1316.08,740.8,917.39,1674.27,950.4,2291.79,486.63,7.42,1765.7,5265.05,11972.68,4769.49
15338.97,25,0,Retired,Tier_2,3067.79,0.0,379.15,1837.02,1096.91,595.03,699.19,817.53,537.75,0.0,255.1,8.91,1367.1,6053.5,6380.869999999999,2904.6
16563.61,46,1,Retired,Tier_3,2484.54,0.0,442.51,1867.37,1143.41,399.18,716.76,987.72,794.56,1577.31,355.9,6.3,1044.23,5794.34,7515.139999999999,3254.12
25268.72,25,1,Retired,Tier_2,5053.74,0.0,658.55,3440.35,1272.53,936.8,746.92,1904.8,1161.5,2521.94,585.52,6.51,1645.28,6986.06,12947.109999999999,5335.54
1682.58,43,0,Student,Tier_2,336.52,0.0,64.23,173.47,128.75,41.43,79.75,121.59,64.86,0.0,44.48,5.96,100.27,627.51,702.97,352.11
17118.6,45,2,Student,Tier_1,5135.58,2712.76,707.8,2187.55,867.68,672.19,775.83,952.78,532.53,1410.63,464.6,9.43,698.68,698.68,10309.240000000002,3397.9300000000003
14887.85,25,4,Retired,Tier_2,2977.57,0.0,434.26,1509.24,1061.15,682.88,405.23,645.18,609.48,1294.02,278.29,6.31,939.99,4990.56,7276.24,2621.06
45944.03,37,1,Retired,Tier_1,13783.21,0.0,1973.84,6673.87,2918.6,919.53,1022.07,2105.59,1909.54,3878.0,1034.66,12.41,5701.08,9725.12,29227.519999999997,6991.389999999999
15748.99,64,4,Retired,Tier_3,2362.35,0.0,744.53,2070.82,818.34,480.63,555.65,953.24,762.72,1466.02,317.43,9.19,1446.82,5217.24,7462.0599999999995,3069.6700000000005
25257.08,25,3,Professional,Tier_2,5051.42,0.0,897.87,3389.48,1619.89,1024.7,657.89,1757.2,1119.6,1626.78,310.53,8.49,2145.5,7801.72,12585.440000000002,4869.920000000001
103029.84,31,4,Retired,Tier_1,30908.95,0.0,4872.33,13914.87,7237.69,3380.9,3582.4,5946.98,5114.62,7336.68,2697.91,18.38,18036.52,18036.52,64270.520000000004,20722.81
66465.21,30,4,Self_Employed,Tier_1,19939.56,3972.03,2578.19,8430.89,3436.88,2262.99,3075.95,4378.01,2551.42,5588.69,881.46,13.61,9048.33,9369.12,39974.21000000001,13149.830000000002
61745.09,57,0,Student,Tier_1,18523.53,6242.38,1597.1,6519.84,4770.99,2382.78,1366.92,4102.87,2376.77,0.0,1587.08,10.29,6356.29,12274.82,31411.459999999995,11816.42
20111.65,34,4,Self_Employed,Tier_1,6033.5,1951.34,557.21,2433.18,1204.07,717.98,489.04,1267.78,717.4,1009.35,291.18,6.86,1380.14,3439.64,11237.31,3483.38
46322.29,43,2,Student,Tier_2,9264.46,0.0,1746.64,6367.08,2589.55,1420.16,1165.08,2807.53,1732.6,2670.13,740.12,14.44,6689.98,15818.94,22637.859999999997,7865.49
24880.37,23,4,Professional,Tier_3,3732.06,0.0,665.64,3709.96,1873.08,813.08,1123.26,1228.56,905.79,1864.36,391.64,9.7,2413.18,8572.95,11845.099999999999,4462.33
25644.34,34,3,Professional,Tier_2,5128.87,0.0,515.75,2959.6,1600.42,920.21,579.83,1176.18,974.22,1415.05,419.44,8.37,2146.92,9954.77,11619.689999999999,4069.88
41635.19,21,4,Self_Employed,Tier_1,12490.56,0.0,1157.38,5491.2,3155.12,1934.41,1220.86,3174.09,1577.59,3126.23,434.94,13.21,5501.84,7872.8,25420.49,8341.890000000001
18608.2,42,0,Professional,Tier_2,3721.64,3418.73,400.9,2775.31,1099.01,928.42,393.76,1049.93,644.82,0.0,279.1,6.22,1156.59,3896.59,7996.859999999999,3296.0300000000007
99047.53,24,3,Student,Tier_3,14857.13,0.0,4648.39,12749.18,6689.55,2547.56,4275.81,7106.92,4713.11,8825.4,2526.65,10.17,10068.44,30107.84,47769.65,21170.05
26392.85,34,0,Professional,Tier_3,3958.93,0.0,1071.58,3701.32,2092.66,1016.03,1035.21,1369.05,958.22,0.0,535.49,7.81,2060.28,10654.36,10824.49,4914.0
49199.62,39,2,Self_Employed,Tier_1,14759.89,8907.15,1027.5,6373.97,2991.24,1431.81,1255.79,3130.19,2347.59,4271.87,762.54,14.08,1940.08,1940.08,29424.469999999998,8927.92
96127.72,45,2,Professional,Tier_2,19225.54,0.0,2062.11,11696.48,6251.35,3757.47,2587.1,4434.16,3956.4,5883.23,1043.3,12.66,12169.17,35230.59,45118.70999999999,15778.43
68478.54,23,0,Retired,Tier_2,13695.71,11881.09,1428.75,9163.29,5083.46,2947.84,1612.74,4068.91,2186.76,0.0,1169.55,11.83,8097.91,15240.45,29371.21,11985.800000000001
9718.8,47,2,Student,Tier_2,1943.76,0.0,426.68,1391.24,670.61,451.32,343.97,528.73,415.05,613.18,252.46,6.65,646.59,2681.8,5045.47,1991.53
42824.66,27,0,Professional,Tier_2,8564.93,6935.03,1866.21,5958.23,3153.45,1442.83,982.96,2202.98,1425.96,0.0,949.45,10.31,4416.37,9342.65,19542.82,7004.18
59250.42,56,1,Student,Tier_2,11850.08,0.0,2496.34,8522.42,3595.85,2069.91,1482.7,2694.13,2799.33,3567.15,1543.35,13.17,7805.79,18629.16,30031.84,10589.42
61233.09,31,4,Self_Employed,Tier_2,12246.62,0.0,1500.86,9036.46,3820.78,1592.5,2137.73,4543.75,2627.35,5851.63,907.77,13.37,8186.24,16967.66,32456.350000000002,11809.1
12311.84,63,1,Retired,Tier_1,3693.55,2378.32,610.66,1690.0,626.43,345.31,517.54,978.12,584.21,1141.85,282.72,8.35,0.0,-536.86,7762.49,2707.9
17735.52,59,2,Student,Tier_2,3547.1,1395.37,804.53,2516.94,1313.66,406.22,504.51,1238.59,883.47,1057.51,330.74,9.01,1597.2,3736.87,9239.74,3363.5299999999997
66476.2,39,0,Retired,Tier_3,9971.43,11499.86,2611.6,7522.46,4431.44,3208.52,1775.2,4749.16,2116.48,0.0,1292.06,10.93,7266.49,17297.98,24536.929999999997,13141.42
16310.17,58,0,Retired,Tier_1,4893.05,2463.12,658.96,1759.54,1089.69,528.75,695.48,833.49,791.06,0.0,197.8,9.56,1558.94,2399.24,8401.24,3046.58
23604.57,43,0,Retired,Tier_2,4720.91,0.0,743.94,2814.92,1415.68,647.66,651.11,1568.14,892.84,0.0,578.33,7.93,1871.73,9571.03,9695.45,4338.08
105836.77,27,0,Professional,Tier_1,31751.03,16427.28,3928.49,12226.24,8132.46,5036.2,4311.78,4512.48,4833.74,0.0,1610.4,20.98,13066.67,13066.67,56038.219999999994,20304.6
28874.47,19,4,Professional,Tier_2,5774.89,0.0,876.13,3485.22,2058.04,1076.97,1024.34,1887.21,1009.65,2707.53,744.8,6.04,1744.38,8229.68,14901.81,5742.97
16773.13,20,3,Self_Employed,Tier_3,2515.97,0.0,694.93,1795.95,868.01,650.15,590.05,1186.81,819.95,1397.75,459.36,7.7,1291.94,5794.19,7272.61,3706.3200000000006
14866.4,59,1,Professional,Tier_2,2973.28,0.0,447.11,1799.24,1084.05,601.46,512.42,619.92,542.89,1196.04,186.33,8.4,1248.94,4903.65,7499.719999999999,2463.02
39148.92,28,2,Self_Employed,Tier_2,7829.78,0.0,1899.59,5520.26,2005.56,1415.56,876.25,1956.03,1388.67,3691.87,801.04,5.68,2223.19,11764.31,20947.059999999998,6437.549999999999
10326.14,27,0,Self_Employed,Tier_2,2065.23,0.0,506.32,1058.91,621.33,470.75,505.75,650.01,380.61,0.0,131.37,8.65,893.59,3935.87,4251.79,2138.4900000000002
24614.33,29,1,Retired,Tier_2,4922.87,2806.76,679.15,2774.51,1567.25,787.48,837.02,1363.69,1109.96,2109.8,441.75,6.81,1675.73,5214.08,12053.580000000002,4539.9
39164.93,31,3,Student,Tier_2,7832.99,0.0,1750.82,4690.69,2720.23,1423.66,1276.22,2422.74,1660.94,3078.57,577.19,9.16,3585.99,11730.88,20073.3,7360.750000000001
84818.8,47,1,Professional,Tier_2,16963.76,0.0,1954.01,10944.03,5956.1,3258.21,1936.45,5681.03,4194.41,6038.58,2304.06,11.25,9540.68,25588.15,41856.48,17374.16
51174.22,58,2,Student,Tier_3,7676.13,7565.27,1417.51,6231.16,3329.17,1958.31,1657.93,3755.69,1687.28,3357.69,1498.11,12.72,6507.14,11039.96,22011.659999999996,10557.320000000002
16944.53,30,0,Self_Employed,Tier_2,3388.91,1450.65,472.88,1723.05,1013.88,396.11,717.83,745.87,591.12,0.0,182.82,5.85,991.29,6261.41,6598.72,2633.75
77009.81,47,2,Self_Employed,Tier_2,15401.96,9975.3,2979.13,10157.67,5234.82,3141.69,2020.08,6073.46,2781.28,4897.0,1268.09,10.98,8458.78,13079.34,38670.579999999994,15284.6
23607.99,55,0,Self_Employed,Tier_3,3541.2,0.0,1122.63,3201.9,1664.64,914.7,947.51,1478.15,1169.65,0.0,293.77,5.53,1305.6,9273.85,9530.369999999999,4803.78
11163.34,28,3,Retired,Tier_3,1674.5,0.0,322.67,1180.4,654.83,413.48,473.8,479.05,390.74,858.22,197.43,8.95,999.3,4518.22,4690.62,1954.5
26142.55,18,2,Student,Tier_2,5228.51,5113.59,856.36,2632.59,1774.67,917.11,1011.51,1368.63,1003.22,1768.96,443.43,5.68,1485.21,4023.97,12261.09,4743.900000000001
94796.52,44,1,Retired,Tier_2,18959.3,0.0,3005.11,12105.51,6170.86,3507.6,4671.58,4392.37,4495.68,4796.18,1244.19,14.05,13317.69,31448.14,45036.96,18311.42
34239.82,64,3,Student,Tier_3,5135.97,0.0,1075.48,4907.99,1782.35,791.99,1134.81,1821.91,1075.08,2568.5,547.15,5.81,1990.39,13398.59,15470.289999999999,5370.9400000000005
30302.04,56,2,Retired,Tier_1,9090.61,0.0,1129.92,4164.44,2285.25,1014.0,885.2,1432.35,1038.64,2496.18,738.44,7.05,2136.98,6027.01,19166.4,5108.63
111159.57,60,0,Self_Employed,Tier_1,33347.87,16975.42,4468.39,13905.42,8603.6,3926.81,2338.73,5346.51,4607.74,0.0,1815.28,17.97,15823.8,15823.8,60325.28,18035.07
9545.92,54,3,Professional,Tier_1,2863.78,0.0,304.88,1121.76,651.26,463.92,261.58,423.8,405.38,798.16,176.4,6.53,623.15,2075.02,5739.84,1731.08
10726.51,26,0,Retired,Tier_1,3217.95,0.0,474.07,1086.24,794.47,300.95,441.38,545.42,509.77,0.0,289.96,5.65,606.47,3066.3,5572.73,2087.48
8236.04,60,4,Retired,Tier_2,1647.21,1246.26,310.0,1146.2,558.42,377.59,240.28,492.93,372.01,685.0,105.17,8.45,695.64,1054.98,4346.83,1587.98
40419.65,43,1,Professional,Tier_3,6062.95,3447.74,1137.9,4500.78,2654.3,2005.2,1182.43,1712.74,1824.67,3820.67,618.06,13.99,5654.09,11452.22,18176.6,7343.1
34274.17,42,0,Professional,Tier_1,10282.25,6036.44,1067.56,5120.51,2380.63,1062.53,1414.33,2533.73,1167.22,0.0,862.95,6.91,2346.01,2346.01,18850.95,7040.76
103067.74,34,2,Retired,Tier_2,20613.55,19428.91,5041.19,10677.51,7010.32,4736.92,3849.0,5318.34,4393.9,7301.91,1517.53,18.77,13178.66,13178.66,50644.479999999996,19815.690000000002
36451.31,23,4,Self_Employed,Tier_2,7290.26,0.0,1387.96,5264.73,2596.09,1482.2,1200.29,1995.14,1210.45,3643.06,493.44,9.1,3316.87,9887.68,20182.100000000002,6381.5199999999995
21712.14,32,3,Self_Employed,Tier_2,4342.43,0.0,760.4,2439.33,1488.83,1007.73,473.27,1299.49,877.93,2158.46,577.5,8.68,1885.1,6286.75,11189.45,4235.92
30043.11,20,2,Professional,Tier_2,6008.62,1990.43,823.56,4358.25,2378.98,1340.8,722.22,1972.67,1317.19,1537.7,538.84,8.2,2462.27,7053.86,15107.11,5891.72
32962.26,48,3,Retired,Tier_2,6592.45,3885.12,1186.38,4014.96,2265.08,1114.05,1108.43,2380.99,1498.3,2844.6,557.3,6.01,1981.86,5514.59,16903.469999999998,6659.070000000001
7875.75,45,4,Student,Tier_1,2362.72,1180.4,176.79,878.54,492.02,347.79,296.71,491.0,326.93,718.98,181.03,9.52,422.84,422.84,4629.049999999999,1643.46
262293.13,26,2,Professional,Tier_1,78687.94,0.0,8394.13,27634.58,13491.13,10598.14,8369.03,17584.19,10993.63,18884.23,5071.18,17.72,46481.7,62584.96,147092.01,52616.16999999999
45471.88,61,0,Student,Tier_3,6820.78,0.0,2091.4,4831.62,3306.57,2012.36,1232.29,2870.3,1707.41,0.0,993.09,14.37,6536.23,19606.05,17050.370000000003,8815.45
35488.33,35,2,Professional,Tier_1,10646.5,6477.57,1169.6,5220.42,1892.02,1352.5,1606.71,2459.36,1678.37,2920.91,442.67,6.31,0.0,-378.3,21849.45,7539.610000000001
49073.96,57,1,Retired,Tier_1,14722.19,6405.88,2220.91,5603.11,3270.2,1979.42,2039.5,2904.96,1927.35,3736.91,1457.46,12.74,2806.08,2806.08,29553.32,10308.69
52917.08,49,0,Self_Employed,Tier_2,10583.42,5980.24,1121.86,7863.68,2659.79,1089.41,2492.0,2310.77,2503.13,0.0,1250.31,11.8,6243.82,15062.47,22228.75,9645.619999999999
26809.45,36,1,Professional,Tier_3,4021.42,0.0,647.62,3796.13,1914.02,779.38,1274.07,1777.65,1262.18,1588.68,724.02,5.07,1359.87,9024.28,11967.87,5817.3
18105.3,22,2,Student,Tier_2,3621.06,0.0,760.54,2479.59,1005.36,748.45,718.09,924.61,744.87,1251.2,196.65,5.94,1074.65,5654.88,9117.75,3332.67
48460.93,61,2,Retired,Tier_2,9692.19,0.0,2051.44,6586.59,2930.37,1899.58,1542.44,2638.5,1838.67,4674.75,960.27,11.57,5605.14,13646.13,25935.34,8879.460000000001
40844.25,23,3,Retired,Tier_2,8168.85,2282.67,1608.37,5902.7,2948.08,1675.2,1400.08,2499.47,1944.55,2327.68,703.44,13.88,5669.29,9383.17,20955.68,8222.74
15694.11,29,2,Retired,Tier_3,2354.12,0.0,747.66,1746.56,1065.05,421.61,344.38,896.25,589.15,918.18,240.25,5.03,789.47,6370.9,6831.57,2491.6400000000003
93356.53,64,0,Student,Tier_1,28006.96,0.0,3345.57,13553.9,5251.81,2966.21,2193.05,6250.17,3819.6,0.0,1005.23,14.48,13516.68,26964.03,50158.24,16234.260000000002
37935.18,59,1,Professional,Tier_1,11380.56,5034.45,1585.7,4644.98,2278.19,1477.16,1055.81,2243.63,1322.41,2369.27,1126.77,8.96,3400.33,3416.26,22258.7,7225.780000000001
53788.13,34,4,Self_Employed,Tier_1,16136.44,5346.35,1514.09,7404.85,3410.65,2219.26,1344.66,2254.4,2181.4,5028.22,1588.96,14.79,5358.85,5358.85,33494.25,9588.68
91353.27,56,1,Self_Employed,Tier_1,27405.98,18176.54,3510.45,12742.15,5649.67,3371.43,2146.3,5553.99,3511.91,8361.13,2339.54,10.23,0.0,-1415.81,57669.38,16923.17
30529.96,24,3,Student,Tier_1,9158.99,0.0,1319.03,4331.85,2100.81,658.97,1023.76,2272.08,1049.02,2300.56,332.89,7.23,2208.62,5981.98,19211.24,5336.719999999999
38658.2,28,4,Self_Employed,Tier_2,7731.64,5401.15,1582.17,4735.25,2420.85,891.37,1399.19,2170.44,1775.48,3570.23,1044.61,7.2,2782.52,5935.83,20040.14,7281.09
57352.66,51,4,Professional,Tier_3,8602.9,0.0,2538.78,6460.02,3877.26,2442.3,2556.96,3823.64,2707.68,4935.35,1499.38,10.0,5735.69,17908.39,26414.309999999998,13029.96
16798.82,19,2,Student,Tier_2,3359.76,1380.68,539.12,2408.72,965.42,490.9,594.2,720.7,800.86,1552.45,375.3,9.68,1625.62,3610.71,8825.47,2981.96
31325.7,31,3,Student,Tier_1,9397.71,6230.42,892.16,3230.66,2505.69,692.5,1071.74,1944.48,1281.98,1680.79,614.86,9.74,1782.71,1782.71,17707.01,5605.5599999999995
33169.68,35,3,Professional,Tier_2,6633.94,0.0,937.59,4271.46,2428.33,1263.56,983.35,2498.26,1239.51,3040.19,407.4,5.1,1693.06,9466.1,17311.51,6392.080000000001
13962.16,60,2,Retired,Tier_2,2792.43,0.0,616.01,1931.37,863.54,561.49,615.84,1096.8,494.85,798.41,409.46,8.49,1185.46,3781.95,7001.76,3178.44
191580.26,26,0,Professional,Tier_3,28737.04,26563.56,8740.39,27553.25,15144.21,8639.57,7683.97,9143.97,6526.96,0.0,2869.79,24.89,47678.17,49977.56,80174.89,34864.259999999995
9731.45,56,2,Professional,Tier_3,1459.72,0.0,255.43,1031.73,693.05,325.5,246.98,709.03,474.86,744.74,167.61,6.68,649.92,3622.8,4184.67,1923.98
10619.74,21,3,Self_Employed,Tier_2,2123.95,0.0,330.88,1309.24,675.56,488.52,381.51,843.83,437.77,1039.08,155.93,5.83,618.82,2833.47,5478.71,2307.56
85848.03,31,4,Self_Employed,Tier_2,17169.61,14198.58,4087.56,11556.29,4837.94,2824.34,2126.65,4503.69,3355.25,7638.7,2190.37,14.94,11359.05,11359.05,45290.09999999999,15000.3
53080.54,28,0,Self_Employed,Tier_2,10616.11,0.0,1083.58,7717.3,3577.27,1849.14,2186.82,3644.68,2100.65,0.0,1401.56,10.45,5547.0,18903.43,22994.260000000002,11182.85
13202.76,47,3,Retired,Tier_3,1980.41,2579.17,401.74,1736.68,793.49,606.01,386.79,576.4,503.49,1175.76,252.41,5.83,769.14,2210.4,6088.08,2325.1
48765.77,57,3,Professional,Tier_1,14629.73,0.0,1873.27,5458.25,2501.32,1796.81,1743.57,2541.74,2265.52,4505.01,770.91,11.03,5380.09,10679.65,28967.58,9118.55
97074.4,60,2,Self_Employed,Tier_1,29122.32,15781.88,2369.85,10373.45,5850.59,2818.88,1989.36,6798.22,2951.52,8659.12,1842.82,13.97,8516.4,8516.4,56375.33,16400.800000000003
29282.41,44,1,Retired,Tier_2,5856.48,0.0,1187.72,3526.52,1480.97,793.02,1340.27,2339.08,1239.74,1987.8,503.53,6.2,1815.63,9027.28,14039.489999999998,6215.639999999999
239908.04,46,3,Self_Employed,Tier_2,47981.61,0.0,6903.24,26035.46,15848.53,10783.06,7645.75,14336.31,11188.47,23215.81,6830.98,23.11,55435.64,69138.82,119984.65000000001,50784.57
7553.02,49,1,Professional,Tier_1,2265.91,0.0,364.69,1020.37,390.16,319.26,155.09,420.39,237.9,670.3,189.03,8.44,637.5,1519.91,4711.429999999999,1321.6699999999998
52261.3,47,0,Professional,Tier_2,10452.26,10008.36,1162.15,6603.45,2752.94,2353.5,1158.53,3283.82,1726.9,0.0,718.35,11.94,6238.33,12041.04,20970.800000000003,9241.1
76280.71,43,4,Professional,Tier_2,15256.14,0.0,3509.04,8562.29,5962.83,3714.26,3371.02,5650.4,2402.86,3904.47,2263.49,12.15,9267.34,21683.9,37194.770000000004,17402.03
61207.67,47,1,Student,Tier_2,12241.53,0.0,2327.45,8013.32,4133.01,2139.17,2666.15,3234.77,1844.56,4017.47,983.93,14.49,8871.36,19606.29,30732.780000000002,10868.58
25475.39,27,1,Professional,Tier_2,5095.08,0.0,982.74,2668.01,1967.87,1210.62,610.83,1098.7,1124.76,2456.07,709.95,6.03,1534.92,7550.75,13169.769999999999,4754.86
23779.98,29,1,Professional,Tier_2,4756.0,0.0,486.9,3127.35,1240.23,609.47,987.12,1598.8,746.48,1675.68,693.9,6.37,1513.92,7858.06,11286.16,4635.77
42798.95,50,1,Self_Employed,Tier_2,8559.79,0.0,2019.14,5708.57,3407.85,1225.87,1556.28,1955.0,1482.07,3649.61,876.62,13.8,5905.61,12358.16,23344.96,7095.839999999999
57616.04,51,1,Student,Tier_3,8642.41,0.0,2620.54,5810.2,4201.16,1576.99,2462.79,4550.55,2871.97,5664.85,606.41,14.47,8337.29,18608.16,26939.160000000003,12068.71
48578.26,35,0,Self_Employed,Tier_1,14573.48,5066.96,1625.29,6487.54,3617.0,1355.87,1363.45,3607.22,1959.54,0.0,617.91,13.08,6354.01,8304.0,26303.31,8903.99
68940.49,56,3,Retired,Tier_2,13788.1,0.0,2381.33,8006.78,5332.25,2371.21,1526.59,3068.47,2247.65,6603.28,1168.76,13.53,9330.02,22446.06,36111.74,10382.68
13277.91,33,4,Retired,Tier_2,2655.58,0.0,381.25,1359.22,1038.45,304.67,323.85,773.4,438.47,1232.27,174.55,8.97,1190.99,4596.19,6666.77,2014.94
25002.62,62,3,Student,Tier_1,7500.79,0.0,746.9,3032.08,1786.3,1076.7,1200.9,1754.57,791.05,2305.48,345.44,9.53,2382.92,4462.42,15371.55,5168.66
